protocol,task,pool,target,ablation,fold,fold_id,r2,rmse,mae,pearson,n_bins,mean_trial_r2,median_trial_r2,n_trials
cv,mouse_lomo,attn,paw_vx,a1,15,NYU-37,0.002771882288947425,930.6443481445312,508.99432373046875,0.05359248254157393,498,-0.7968740916228514,-0.1642715211696284,24
