subject,dataset_mouse_id,lab,n_sessions_mouse,n_probes_mouse,n_good_units_mouse,date,session_number,eid,n_probes_session,n_good_units_session,probe_name,pid,n_good_units,probe_regions_with_good_units,probe_region_good_unit_counts,n_regions_probe,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available_session,raw_lfp_available_probe,raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
KS042,sub-KS042,cortexlab,2,4,362,2020-11-24,1,07dc4b76-5b93-4a03-82a0-b3d9cc73f412,2,201,probe00,530f1670-9412-44ac-afdb-935d46bcaad3,76,"MB, Isocortex",MB:68; Isocortex:8,2,"MB, Isocortex",MB:167; Isocortex:34,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,692,445,247,0.643064
KS042,sub-KS042,cortexlab,2,4,362,2020-11-24,1,07dc4b76-5b93-4a03-82a0-b3d9cc73f412,2,201,probe01,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,125,"MB, Isocortex",MB:99; Isocortex:26,2,"MB, Isocortex",MB:167; Isocortex:34,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,692,445,247,0.643064
KS043,sub-KS043,cortexlab,2,4,257,2020-12-06,1,9468fa93-21ae-4984-955c-e8402e280c83,2,162,probe00,f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,87,"HB, CB",HB:76; CB:5,2,"HB, Isocortex, CNU, TH, CB",HB:76; Isocortex:40; CNU:16; TH:16; CB:5,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,514,378,136,0.735409
KS043,sub-KS043,cortexlab,2,4,257,2020-12-06,1,9468fa93-21ae-4984-955c-e8402e280c83,2,162,probe01,0c42a3d2-beb7-4b7b-a9b5-1eea6c51e1f4,75,"Isocortex, CNU, TH",Isocortex:40; CNU:16; TH:16,3,"HB, Isocortex, CNU, TH, CB",HB:76; Isocortex:40; CNU:16; TH:16; CB:5,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,514,378,136,0.735409
KS043,sub-KS043,cortexlab,2,4,257,2020-12-07,1,e5c75b62-6871-4135-b3d0-f6464c2d90c0,2,95,probe00,aac3b928-e99a-4039-ace1-af45d0130d82,27,"Isocortex, HPF",Isocortex:20; HPF:7,2,"CB, MB, Isocortex, HPF",CB:33; MB:27; Isocortex:20; HPF:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,581,439,142,0.755594
KS043,sub-KS043,cortexlab,2,4,257,2020-12-07,1,e5c75b62-6871-4135-b3d0-f6464c2d90c0,2,95,probe01,1d547041-230a-4af3-ba6a-7287de2bdec3,68,"CB, MB",CB:33; MB:27,2,"CB, MB, Isocortex, HPF",CB:33; MB:27; Isocortex:20; HPF:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,581,439,142,0.755594
KS044,sub-KS044,cortexlab,2,4,340,2020-12-07,1,a6fe44a8-07ab-49b8-81f9-e18575aa85cc,2,138,probe00,825ba9b8-ce03-49b7-b1a8-4d85ae2185af,91,"HB, MB",HB:47; MB:32,2,"MB, HB",MB:61; HB:58,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,786,483,303,0.614504
KS044,sub-KS044,cortexlab,2,4,340,2020-12-07,1,a6fe44a8-07ab-49b8-81f9-e18575aa85cc,2,138,probe01,50445b30-f4ef-4405-b014-1d792ddfed88,47,"MB, HB",MB:29; HB:11,2,"MB, HB",MB:61; HB:58,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,786,483,303,0.614504
KS044,sub-KS044,cortexlab,2,4,340,2020-12-09,1,781b35fd-e1f0-4d14-b2bb-95b7263082bb,2,202,probe00,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,91,"TH, CNU, OLF, CTXsp, HY",TH:41; CNU:24; OLF:9; CTXsp:7; HY:1,5,"TH, Isocortex, CNU, HPF, OLF, CTXsp, HY",TH:114; Isocortex:27; CNU:24; HPF:10; OLF:9; CTXsp:7; HY:1,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,471,323,148,0.685775
KS044,sub-KS044,cortexlab,2,4,340,2020-12-09,1,781b35fd-e1f0-4d14-b2bb-95b7263082bb,2,202,probe01,70da415f-444d-4148-ade7-a1f58a16fcf8,111,"TH, Isocortex, HPF",TH:73; Isocortex:27; HPF:10,3,"TH, Isocortex, CNU, HPF, OLF, CTXsp, HY",TH:114; Isocortex:27; CNU:24; HPF:10; OLF:9; CTXsp:7; HY:1,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,471,323,148,0.685775
KS045,sub-KS045,cortexlab,1,2,171,2020-12-06,2,571d3ffe-54a5-473d-a265-5dc373eb7efc,2,171,probe00,aecd7612-b5c5-4ad2-9e76-e5b783387e47,74,"CB, HB",CB:49; HB:24,2,"CB, HB, MB",CB:85; HB:52; MB:28,3,True,True,"probe00, probe01",False,,False,,Neither,404,243,161,0.601485
KS045,sub-KS045,cortexlab,1,2,171,2020-12-06,2,571d3ffe-54a5-473d-a265-5dc373eb7efc,2,171,probe01,437f43e1-9c8f-4be9-ac89-97885b0e03d0,97,"CB, HB, MB",CB:36; HB:28; MB:28,3,"CB, HB, MB",CB:85; HB:52; MB:28,3,True,True,"probe00, probe01",False,,False,,Neither,404,243,161,0.601485
KS046,sub-KS046,cortexlab,4,8,814,2020-12-02,1,0ac8d013-b91e-4732-bc7b-a1164ff3e445,2,94,probe00,8d661567-49f3-4547-997d-a345c0ffe2dd,88,Isocortex,Isocortex:88,1,"Isocortex, HPF",Isocortex:92; HPF:2,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,841,674,167,0.801427
KS046,sub-KS046,cortexlab,4,8,814,2020-12-02,1,0ac8d013-b91e-4732-bc7b-a1164ff3e445,2,94,probe01,63435e73-6a72-4007-b0da-03e6473e6870,6,"Isocortex, HPF",Isocortex:4; HPF:2,2,"Isocortex, HPF",Isocortex:92; HPF:2,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,841,674,167,0.801427
KS046,sub-KS046,cortexlab,4,8,814,2020-12-03,1,69c9a415-f7fa-4208-887b-1417c1479b48,2,207,probe00,1a276285-8b0e-4cc9-9f0a-a3a002978724,163,"Isocortex, CNU, CTXsp, OLF",Isocortex:81; CNU:47; CTXsp:30; OLF:1,4,"Isocortex, CNU, CTXsp, HPF, OLF",Isocortex:88; CNU:47; CTXsp:30; HPF:13; OLF:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,637,459,178,0.720565
KS046,sub-KS046,cortexlab,4,8,814,2020-12-03,1,69c9a415-f7fa-4208-887b-1417c1479b48,2,207,probe01,72274871-80e5-4fb9-be1a-bb04acebb1de,44,"HPF, Isocortex",HPF:13; Isocortex:7,2,"Isocortex, CNU, CTXsp, HPF, OLF",Isocortex:88; CNU:47; CTXsp:30; HPF:13; OLF:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,637,459,178,0.720565
KS046,sub-KS046,cortexlab,4,8,814,2020-12-04,1,dfbe628d-365b-461c-a07f-8b9911ba83aa,2,351,probe00,ad315779-2b39-46c4-8348-b166e796fa7c,61,Isocortex,Isocortex:61,1,"Isocortex, OLF",Isocortex:277; OLF:74,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,753,516,237,0.685259
KS046,sub-KS046,cortexlab,4,8,814,2020-12-04,1,dfbe628d-365b-461c-a07f-8b9911ba83aa,2,351,probe01,df350b09-a420-42bb-9952-17862cbb9f1c,290,"Isocortex, OLF",Isocortex:216; OLF:74,2,"Isocortex, OLF",Isocortex:277; OLF:74,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,753,516,237,0.685259
KS046,sub-KS046,cortexlab,4,8,814,2020-12-05,1,aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,2,162,probe00,41ea689a-7e05-463b-915a-90e63b8c0572,104,"Isocortex, OLF",Isocortex:98; OLF:6,2,"Isocortex, HPF, MB, OLF",Isocortex:110; HPF:25; MB:17; OLF:6,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,656,487,169,0.742378
KS046,sub-KS046,cortexlab,4,8,814,2020-12-05,1,aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,2,162,probe01,cc9d666c-6fe5-418d-9b37-114428d25454,58,"HPF, MB, Isocortex",HPF:25; MB:17; Isocortex:12,3,"Isocortex, HPF, MB, OLF",Isocortex:110; HPF:25; MB:17; OLF:6,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,656,487,169,0.742378
KS051,sub-KS051,cortexlab,3,4,224,2021-05-11,1,0a018f12-ee06-4b11-97aa-bbbff5448e9f,1,126,probe00,16799c7a-e395-435d-a4c4-a678007e1550,126,"TH, Isocortex, HPF",TH:86; Isocortex:26; HPF:12,3,"TH, Isocortex, HPF",TH:86; Isocortex:26; HPF:12,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,478,309,169,0.646444
KS051,sub-KS051,cortexlab,3,4,224,2021-05-12,1,4503697e-af44-47d9-898d-4924be990240,1,23,probe01,a8adabd7-7979-4fcf-99e7-d9bd9d27896f,23,CNU,CNU:22,1,CNU,CNU:22,1,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,415,307,108,0.739759
KS051,sub-KS051,cortexlab,3,4,224,2021-05-13,1,7082d8ff-255a-47d7-a839-bf093483ec30,2,75,probe00,082187a0-121f-47d5-962a-a9ad467e7124,15,CNU,CNU:15,1,"Isocortex, TH, CNU",Isocortex:44; TH:16; CNU:15,3,True,True,"probe00, probe01",False,,False,,Neither,405,264,141,0.651852
KS051,sub-KS051,cortexlab,3,4,224,2021-05-13,1,7082d8ff-255a-47d7-a839-bf093483ec30,2,75,probe01,2122d807-13ab-494e-a1cc-e55cf24d3e9f,60,"Isocortex, TH",Isocortex:44; TH:16,2,"Isocortex, TH, CNU",Isocortex:44; TH:16; CNU:15,3,True,True,"probe00, probe01",False,,False,,Neither,405,264,141,0.651852
KS052,sub-KS052,cortexlab,1,2,91,2021-05-13,1,ac7d3064-7f09-48a3-88d2-e86a4eb86461,2,91,probe00,1df6ebb3-9d16-4c0f-96cc-e1b1596d2006,53,"Isocortex, OLF",Isocortex:43; OLF:10,2,"Isocortex, OLF",Isocortex:76; OLF:15,2,True,True,"probe00, probe01",False,,False,,Neither,691,524,167,0.758321
KS052,sub-KS052,cortexlab,1,2,91,2021-05-13,1,ac7d3064-7f09-48a3-88d2-e86a4eb86461,2,91,probe01,2c401cbd-b95c-4ebe-8a83-92b55ab49542,38,"Isocortex, OLF",Isocortex:33; OLF:5,2,"Isocortex, OLF",Isocortex:76; OLF:15,2,True,True,"probe00, probe01",False,,False,,Neither,691,524,167,0.758321
KS055,sub-KS055,cortexlab,2,4,598,2021-05-02,1,b22f694e-4a34-4142-ab9d-2556c3487086,2,272,probe00,8abf098f-d4f6-4957-9c0a-f53685db74cc,78,"Isocortex, MB, HPF",Isocortex:32; MB:25; HPF:20,3,"HPF, Isocortex, MB",HPF:146; Isocortex:100; MB:25,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,480,320,160,0.666667
KS055,sub-KS055,cortexlab,2,4,598,2021-05-02,1,b22f694e-4a34-4142-ab9d-2556c3487086,2,272,probe01,8b735d77-b77b-4243-8821-37802bf402fe,194,"HPF, Isocortex",HPF:126; Isocortex:68,2,"HPF, Isocortex, MB",HPF:146; Isocortex:100; MB:25,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,480,320,160,0.666667
KS055,sub-KS055,cortexlab,2,4,598,2021-05-03,1,872ce8ff-9fb3-485c-be00-bc5479e0095b,2,326,probe00,0a0184b3-9e1a-4c36-98f4-00ae3beb8f01,125,"HPF, Isocortex",HPF:101; Isocortex:23,2,"HPF, Isocortex",HPF:258; Isocortex:67,2,True,True,"probe00, probe01",False,,False,,Neither,443,374,69,0.844244
KS055,sub-KS055,cortexlab,2,4,598,2021-05-03,1,872ce8ff-9fb3-485c-be00-bc5479e0095b,2,326,probe01,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,201,"HPF, Isocortex",HPF:157; Isocortex:44,2,"HPF, Isocortex",HPF:258; Isocortex:67,2,True,True,"probe00, probe01",False,,False,,Neither,443,374,69,0.844244
KS084,sub-KS084,cortexlab,1,2,131,2022-01-31,1,1b715600-0cbc-442c-bd00-5b0ac2865de1,2,131,probe00,f639f4f3-ac14-4114-b712-f445463597e4,51,"TH, HY",TH:45; HY:6,2,"TH, Isocortex, HPF, HY",TH:101; Isocortex:12; HPF:11; HY:6,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,437,251,186,0.574371
KS084,sub-KS084,cortexlab,1,2,131,2022-01-31,1,1b715600-0cbc-442c-bd00-5b0ac2865de1,2,131,probe01,bbe6ebc1-d32f-42dd-a89c-211226737deb,80,"TH, Isocortex, HPF",TH:56; Isocortex:12; HPF:11,3,"TH, Isocortex, HPF, HY",TH:101; Isocortex:12; HPF:11; HY:6,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,437,251,186,0.574371
KS086,sub-KS086,cortexlab,2,3,257,2022-03-15,1,e45481fa-be22-4365-972c-e7404ed8ab5a,2,167,probe00,507b20cf-4ab0-4f55-9a81-88b02839d127,124,"OLF, CNU, Isocortex, CTXsp",OLF:66; CNU:35; Isocortex:19; CTXsp:2,4,"OLF, Isocortex, CNU, HPF, CTXsp, MB, TH",OLF:66; Isocortex:39; CNU:35; HPF:17; CTXsp:2; MB:2; TH:2,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,525,298,227,0.567619
KS086,sub-KS086,cortexlab,2,3,257,2022-03-15,1,e45481fa-be22-4365-972c-e7404ed8ab5a,2,167,probe01,f2a098e7-a67e-4125-92d8-36fc6b606c45,43,"Isocortex, HPF, MB, TH",Isocortex:20; HPF:17; MB:2; TH:2,4,"OLF, Isocortex, CNU, HPF, CTXsp, MB, TH",OLF:66; Isocortex:39; CNU:35; HPF:17; CTXsp:2; MB:2; TH:2,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,525,298,227,0.567619
KS086,sub-KS086,cortexlab,2,3,257,2022-03-16,1,ffef0311-8ffa-49e3-a857-b3adf6d86e12,1,90,probe00,4279e354-a6b8-4eff-8245-7c8723b07834,90,"CNU, Isocortex, OLF, CTXsp",CNU:57; Isocortex:18; OLF:9; CTXsp:2,4,"CNU, Isocortex, OLF, CTXsp",CNU:57; Isocortex:18; OLF:9; CTXsp:2,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,578,401,177,0.693772
KS091,sub-KS091,cortexlab,2,4,221,2022-07-04,1,78b4fff5-c5ec-44d9-b5f9-d59493063f00,2,116,probe00,1ca6cd06-1ed5-45af-b73a-017d5e7cff48,58,"CTXsp, HPF, OLF, TH",CTXsp:18; HPF:14; OLF:13; TH:13,4,"Isocortex, CTXsp, HPF, OLF, TH",Isocortex:58; CTXsp:18; HPF:14; OLF:13; TH:13,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,892,615,277,0.689462
KS091,sub-KS091,cortexlab,2,4,221,2022-07-04,1,78b4fff5-c5ec-44d9-b5f9-d59493063f00,2,116,probe01,19c5b0d5-a255-47ff-9f8d-639e634a7b61,58,Isocortex,Isocortex:58,1,"Isocortex, CTXsp, HPF, OLF, TH",Isocortex:58; CTXsp:18; HPF:14; OLF:13; TH:13,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,892,615,277,0.689462
KS091,sub-KS091,cortexlab,2,4,221,2022-07-05,1,196a2adf-ff83-49b2-823a-33f990049c2e,2,105,probe00,0259543e-1ca3-48e7-95c9-53f9e4c9bfcc,22,"CTXsp, TH, HPF, OLF",CTXsp:12; TH:8; HPF:1; OLF:1,4,"Isocortex, CNU, CTXsp, TH, HPF, OLF",Isocortex:55; CNU:26; CTXsp:12; TH:8; HPF:3; OLF:1,6,True,True,"probe00, probe01",True,left,True,left,DLC + Lightning Pose,600,397,203,0.661667
KS091,sub-KS091,cortexlab,2,4,221,2022-07-05,1,196a2adf-ff83-49b2-823a-33f990049c2e,2,105,probe01,e92f8734-2c06-4168-9271-d00b3bf57c02,83,"Isocortex, CNU, HPF",Isocortex:55; CNU:26; HPF:2,3,"Isocortex, CNU, CTXsp, TH, HPF, OLF",Isocortex:55; CNU:26; CTXsp:12; TH:8; HPF:3; OLF:1,6,True,True,"probe00, probe01",True,left,True,left,DLC + Lightning Pose,600,397,203,0.661667
KS094,sub-KS094,cortexlab,4,7,623,2022-06-15,1,6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,2,120,probe00,3282a590-8688-44fc-9811-cdf8b80d9a80,78,Isocortex,Isocortex:78,1,"Isocortex, OLF",Isocortex:92; OLF:26,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,684,433,251,0.633041
KS094,sub-KS094,cortexlab,4,7,623,2022-06-15,1,6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,2,120,probe01,ff5fceaf-8247-42ab-a187-f7876441899d,42,"OLF, Isocortex",OLF:26; Isocortex:14,2,"Isocortex, OLF",Isocortex:92; OLF:26,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,684,433,251,0.633041
KS094,sub-KS094,cortexlab,4,7,623,2022-06-16,1,752456f3-9f47-4fbf-bd44-9d131c0f41aa,2,99,probe00,100433fa-2c59-4432-8295-aa27657fe3fb,71,"Isocortex, HPF",Isocortex:68; HPF:3,2,"Isocortex, OLF, HPF",Isocortex:78; OLF:18; HPF:3,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,511,338,173,0.661448
KS094,sub-KS094,cortexlab,4,7,623,2022-06-16,1,752456f3-9f47-4fbf-bd44-9d131c0f41aa,2,99,probe01,d591a59c-b49b-46ba-a914-df379ada9813,28,"OLF, Isocortex",OLF:18; Isocortex:10,2,"Isocortex, OLF, HPF",Isocortex:78; OLF:18; HPF:3,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,511,338,173,0.661448
KS094,sub-KS094,cortexlab,4,7,623,2022-06-17,1,3f859b5c-e73a-4044-b49e-34bb81e96715,2,273,probe00,b2ea68e2-c732-4d17-8166-1a8595fff225,109,Isocortex,Isocortex:109,1,"Isocortex, TH, HPF",Isocortex:149; TH:99; HPF:20,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,329,161,0.671429
KS094,sub-KS094,cortexlab,4,7,623,2022-06-17,1,3f859b5c-e73a-4044-b49e-34bb81e96715,2,273,probe01,6b6af675-e1ef-43a6-b408-95cfc71fe2cc,164,"TH, Isocortex, HPF",TH:99; Isocortex:40; HPF:20,3,"Isocortex, TH, HPF",Isocortex:149; TH:99; HPF:20,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,329,161,0.671429
KS094,sub-KS094,cortexlab,4,7,623,2022-06-20,1,c8d46ee6-eb68-4535-8756-7c9aa32f10e4,1,131,probe00,49a86b2e-3db4-42f2-8da8-7ebb7e482c70,131,"Isocortex, OLF",Isocortex:127; OLF:4,2,"Isocortex, OLF",Isocortex:127; OLF:4,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,480,326,154,0.679167
KS096,sub-KS096,cortexlab,5,8,725,2022-06-15,1,1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,2,224,probe00,1c4e2ebd-59da-4527-9700-b4b2dad6dfb2,99,"CB, HB",CB:49; HB:31,2,"MB, CB, HB",MB:117; CB:49; HB:33,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1140,932,208,0.817544
KS096,sub-KS096,cortexlab,5,8,725,2022-06-15,1,1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,2,224,probe01,3c283107-7012-48fc-a6c2-ed096b23974f,125,"MB, HB",MB:117; HB:2,2,"MB, CB, HB",MB:117; CB:49; HB:33,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1140,932,208,0.817544
KS096,sub-KS096,cortexlab,5,8,725,2022-06-16,1,f819d499-8bf7-4da0-a431-15377a8319d5,2,150,probe00,4ea45238-55b1-4d54-ba92-efa47feb9f57,65,CB,CB:60,1,"CB, MB, Isocortex",CB:60; MB:46; Isocortex:39,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,441,254,187,0.575964
KS096,sub-KS096,cortexlab,5,8,725,2022-06-16,1,f819d499-8bf7-4da0-a431-15377a8319d5,2,150,probe01,d4291925-ad00-47fe-baaf-3fdff0991e86,85,"MB, Isocortex",MB:46; Isocortex:39,2,"CB, MB, Isocortex",CB:60; MB:46; Isocortex:39,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,441,254,187,0.575964
KS096,sub-KS096,cortexlab,5,8,725,2022-06-17,1,8928f98a-b411-497e-aa4b-aa752434686d,2,249,probe00,d7ec0892-0a6c-4f4f-9d8f-72083692af5c,80,"CB, HB",CB:40; HB:31,2,"TH, CB, Isocortex, HB, HPF",TH:109; CB:40; Isocortex:32; HB:31; HPF:25,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,663,471,192,0.710407
KS096,sub-KS096,cortexlab,5,8,725,2022-06-17,1,8928f98a-b411-497e-aa4b-aa752434686d,2,249,probe01,ad714133-1e03-4d3a-8427-33fc483daf1a,169,"TH, Isocortex, HPF",TH:109; Isocortex:32; HPF:25,3,"TH, CB, Isocortex, HB, HPF",TH:109; CB:40; Isocortex:32; HB:31; HPF:25,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,663,471,192,0.710407
KS096,sub-KS096,cortexlab,5,8,725,2022-06-20,1,446f4724-1690-49f9-819a-2bd8e2ea88ce,1,79,probe00,be9a2119-a4d7-4e62-82a1-b1a6623ecc99,79,HPF,HPF:79,1,HPF,HPF:79,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,701,532,169,0.758916
KS096,sub-KS096,cortexlab,5,8,725,2022-06-21,1,a2701b93-d8e1-47e9-a819-f1063046f3e7,1,23,probe00,f336f6a4-f693-4b88-b12c-c5cf0785b061,23,"HPF, CTXsp",HPF:21; CTXsp:1,2,"HPF, CTXsp",HPF:21; CTXsp:1,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,515,412,103,0.8
DY_008,sub-DY_008,danlab,2,2,250,2020-03-03,1,0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,1,172,probe00,44fc463b-405f-4048-9242-ac018b9f50f7,172,"TH, Isocortex, HPF",TH:122; Isocortex:24; HPF:21,3,"TH, Isocortex, HPF",TH:122; Isocortex:24; HPF:21,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,471,317,154,0.673036
DY_008,sub-DY_008,danlab,2,2,250,2020-03-04,1,ee13c19e-2790-4418-97ca-48f02e8013bb,1,78,probe00,818d2996-766a-4fd9-82b8-7e4cb080af0e,78,"TH, CNU, Isocortex",TH:29; CNU:17; Isocortex:12,3,"TH, CNU, Isocortex",TH:29; CNU:17; Isocortex:12,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,409,237,172,0.579462
DY_009,sub-DY_009,danlab,9,9,1187,2020-02-27,1,db4df448-e449-4a6f-a0e7-288711e7a75a,1,120,probe00,febb430e-2d50-4f83-87a0-b5ffbb9a4943,120,"TH, HPF, Isocortex, HY, MB",TH:62; HPF:27; Isocortex:10; HY:9; MB:9,5,"TH, HPF, Isocortex, HY, MB",TH:62; HPF:27; Isocortex:10; HY:9; MB:9,5,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,402,289,113,0.718905
DY_009,sub-DY_009,danlab,9,9,1187,2020-02-29,1,3dd347df-f14e-40d5-9ff2-9c49f84d2157,1,131,probe00,1a166c4f-4c53-422e-8473-b3cff85e6750,131,"MB, Isocortex, HPF",MB:60; Isocortex:30; HPF:17,3,"MB, Isocortex, HPF",MB:60; Isocortex:30; HPF:17,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,401,239,162,0.59601
DY_009,sub-DY_009,danlab,9,9,1187,2020-03-02,1,3c851386-e92d-4533-8d55-89a46f0e7384,1,67,probe00,c16b8e98-100f-40ce-b417-b1524c7e1270,67,"HPF, Isocortex",HPF:38; Isocortex:28,2,"HPF, Isocortex",HPF:38; Isocortex:28,2,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,403,270,133,0.669975
DY_009,sub-DY_009,danlab,9,9,1187,2020-03-03,1,158d5d35-a2ab-4a76-87b0-51048c5d5283,1,105,probe00,b76f24ea-95b1-4a0e-95eb-9c39b1283c40,105,"MB, HPF, Isocortex",MB:51; HPF:46; Isocortex:4,3,"MB, HPF, Isocortex",MB:51; HPF:46; Isocortex:4,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,401,261,140,0.650873
DY_009,sub-DY_009,danlab,9,9,1187,2020-03-04,1,30e5937e-e86a-47e6-93ae-d2ae3877ff8e,1,110,probe00,07abb39b-063b-4ef8-b3ab-963c6a1b5cc5,110,"MB, HB",MB:109; HB:1,2,"MB, HB",MB:109; HB:1,2,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,424,320,104,0.754717
DY_009,sub-DY_009,danlab,9,9,1187,2020-03-05,1,413a6825-2144-4a50-b3fc-cf38ddd6fd1a,1,52,probe00,b9b101cf-24d3-4c2a-8464-bc91b9f0c767,52,"Isocortex, HPF, HB",Isocortex:25; HPF:13; HB:5,3,"Isocortex, HPF, HB",Isocortex:25; HPF:13; HB:5,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,456,329,127,0.721491
DY_009,sub-DY_009,danlab,9,9,1187,2020-03-06,1,a19c7a3a-7261-42ce-95d5-1f4ca46007ed,1,80,probe00,c6ba6f8e-c13e-410f-b7df-e193ba0d239d,80,"MB, Isocortex, HB, HPF",MB:27; Isocortex:16; HB:9; HPF:6,4,"MB, Isocortex, HB, HPF",MB:27; Isocortex:16; HB:9; HPF:6,4,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,479,392,87,0.818372
DY_009,sub-DY_009,danlab,9,9,1187,2020-03-07,1,e5c772cd-9c92-47ab-9525-d618b66a9b5d,1,176,probe00,9373cd09-a591-42be-9343-ed6f06b7056d,176,"CB, HB",CB:51; HB:49,2,"CB, HB",CB:51; HB:49,2,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,514,372,142,0.723735
