eid,subject,lab,date,session_number,n_trials,raw_lfp_available,raw_lfp_probes,n_raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_registered_datasets,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session
934dd7a4-fbdc-459c-8830-04fe9033bc28,ZM_3003,mainenlab,2020-07-27,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"HY, Isocortex, CNU, HPF, TH, MB",HY:51; Isocortex:33; CNU:31; HPF:8; TH:4; MB:1,6
fe1fd79f-b051-411f-a0a9-2530a02cc78d,ZM_3003,mainenlab,2020-07-28,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"MB, CNU, HPF, Isocortex, HY",MB:37; CNU:30; HPF:25; Isocortex:18; HY:7,5
4d8c7767-981c-4347-8e5e-5d5fffe38534,SWC_038,mrsicflogellab,2020-07-30,1,,True,"probe00, probe01",2,False,,False,,Neither,213,"Isocortex, OLF",Isocortex:303; OLF:86,2
1e45d992-c356-40e1-9be1-a506d944896f,SWC_038,mrsicflogellab,2020-07-31,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,235,"CNU, Isocortex, MB, HPF, TH",CNU:77; Isocortex:46; MB:23; HPF:21; TH:12,5
03063955-2523-47bd-ae57-f7489dd40f15,SWC_038,mrsicflogellab,2020-08-01,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,235,"CNU, Isocortex, CTXsp, OLF",CNU:87; Isocortex:38; CTXsp:10; OLF:10,4
768a371d-7e88-47f8-bf21-4a6a6570dd6e,SWC_039,mrsicflogellab,2020-09-10,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"CB, CNU, HB, CTXsp, HPF",CB:105; CNU:31; HB:6; CTXsp:2; HPF:2,5
45ef6691-7b80-4a43-bd1a-85fc00851ae8,SWC_052,mrsicflogellab,2020-10-17,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"HB, MB, Isocortex, CB",HB:95; MB:39; Isocortex:12; CB:11,4
fc14c0d6-51cf-48ba-b326-56ed5a9420c3,SWC_052,mrsicflogellab,2020-10-18,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"HB, CB",HB:100; CB:49,2
7416f387-b302-4ca3-8daf-03b585a1b7ec,SWC_052,mrsicflogellab,2020-10-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,249,"HB, CB",HB:33; CB:4,2
1928bf72-2002-46a6-8930-728420402e01,SWC_052,mrsicflogellab,2020-10-20,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"CB, HB, HPF",CB:68; HB:52; HPF:27,3
22e04698-b974-4805-b241-3b547dbf37bf,SWC_052,mrsicflogellab,2020-10-21,2,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"CB, MB",CB:115; MB:28,2
7cb81727-2097-4b52-b480-c89867b5b34c,SWC_052,mrsicflogellab,2020-10-22,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,266,"TH, MB, HPF, Isocortex",TH:32; MB:29; HPF:5; Isocortex:5,4
f84045b0-ce09-4ace-9d11-5ea491620707,SWC_052,mrsicflogellab,2020-10-23,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"CB, MB",CB:34; MB:30,2
239cdbb1-68e2-4eb0-91d8-ae5ae4001c7a,SWC_053,mrsicflogellab,2020-11-10,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"HB, CB, MB",HB:124; CB:16; MB:3,3
75b6b132-d998-4fba-8482-961418ac957d,SWC_053,mrsicflogellab,2020-11-11,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"HB, CB, MB",HB:65; CB:7; MB:3,3
032452e9-1886-449d-9c13-0f192572e19f,SWC_053,mrsicflogellab,2020-11-12,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,HPF,HPF:33,1
56b57c38-2699-4091-90a8-aba35103155e,SWC_054,mrsicflogellab,2020-10-05,1,,True,"probe00, probe01",2,True,"body, left, right",True,"left, right",DLC + Lightning Pose,262,"TH, HB, CB, Isocortex, HPF, MB",TH:152; HB:133; CB:77; Isocortex:29; HPF:16; MB:2,6
91796ceb-e314-4859-9a1f-092f85cc846a,SWC_054,mrsicflogellab,2020-10-06,1,,True,probe01,1,True,"body, left, right",True,"left, right",DLC + Lightning Pose,143,"CB, HB",CB:163; HB:28,2
6c6983ef-7383-4989-9183-32b1a300d17a,SWC_054,mrsicflogellab,2020-10-07,1,,True,"probe00, probe01",2,True,"body, left, right",True,"left, right",DLC + Lightning Pose,238,"HB, CB, HPF, Isocortex",HB:30; CB:28; HPF:11; Isocortex:1,4
eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0,SWC_054,mrsicflogellab,2020-10-09,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,240,"HB, CB, TH, Isocortex, HPF, HY",HB:98; CB:31; TH:10; Isocortex:6; HPF:5; HY:3,6
671c7ea7-6726-4fbe-adeb-f89c2c8e489b,SWC_054,mrsicflogellab,2020-10-10,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,242,"HB, TH, Isocortex, CB, HY",HB:94; TH:20; Isocortex:5; CB:3; HY:2,5
6bb5da8f-6858-4fdd-96d9-c34b3b841593,SWC_054,mrsicflogellab,2020-10-11,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"CB, HB, MB",CB:3; HB:2; MB:1,3
3638d102-e8b6-4230-8742-e548cd87a949,SWC_058,mrsicflogellab,2020-12-07,1,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,177,"TH, HPF, Isocortex",TH:74; HPF:7; Isocortex:2,3
f1db6257-85ef-4385-b415-2d078ec75df2,SWC_058,mrsicflogellab,2020-12-08,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"CB, HB",CB:200; HB:102,2
d3a2b25e-46d3-4f0b-ade6-4e32255f4c35,SWC_058,mrsicflogellab,2020-12-09,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"CB, HB",CB:131; HB:18,2
9545aa05-3945-4054-a5c3-a259f7209d61,SWC_058,mrsicflogellab,2020-12-10,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"CB, HB",CB:130; HB:13,2
1425bd6f-c625-4f6a-b237-dc5bcfc42c87,SWC_065,mrsicflogellab,2022-05-07,1,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"CB, HB",CB:38; HB:13,2
e6043c7d-8f6e-4b66-8309-2ec0abac0f79,NR_0017,steinmetzlab,2022-03-22,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"TH, HPF, HY",TH:58; HPF:1; HY:1,3
9b528ad0-4599-4a55-9148-96cc1d93fb24,NR_0019,steinmetzlab,2022-04-29,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,170,"MB, HPF, Isocortex, TH",MB:46; HPF:26; Isocortex:2; TH:1,4
b887df2c-bb9c-44c9-a9c0-538da87b2cab,NR_0019,steinmetzlab,2022-05-01,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,229,"MB, HPF, Isocortex",MB:122; HPF:14; Isocortex:1,3
63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9,NR_0019,steinmetzlab,2022-05-03,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"TH, Isocortex, HY",TH:176; Isocortex:41; HY:23,3
3e6a97d3-3991-49e2-b346-6948cb4580fb,NR_0020,steinmetzlab,2022-05-08,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,265,"MB, HPF, CTXsp, Isocortex, OLF",MB:49; HPF:39; CTXsp:25; Isocortex:24; OLF:10,5
eacc49a9-f3a1-49f1-b87f-0972f90ee837,NR_0020,steinmetzlab,2022-05-09,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"MB, HPF, Isocortex, CTXsp, OLF",MB:165; HPF:43; Isocortex:41; CTXsp:26; OLF:1,5
5b49aca6-a6f4-4075-931a-617ad64c219c,NR_0020,steinmetzlab,2022-05-10,1,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"OLF, HPF, CTXsp",OLF:20; HPF:18; CTXsp:6,3
d901aff5-2250-467a-b4a1-0cb9729df9e2,NR_0020,steinmetzlab,2022-05-11,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"TH, HPF, MB, Isocortex",TH:133; HPF:39; MB:31; Isocortex:7,4
27ef44c0-acb2-4220-b776-477d0d5abd35,NR_0021,steinmetzlab,2022-06-28,1,,True,"probe00, probe01",2,True,"body, left, right",True,"left, right",DLC + Lightning Pose,238,"OLF, HPF, Isocortex, CNU, TH",OLF:92; HPF:26; Isocortex:24; CNU:21; TH:19,5
1ca83b26-30fc-4350-a616-c38b7d00d240,NR_0021,steinmetzlab,2022-06-30,2,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"MB, Isocortex",MB:98; Isocortex:7,2
e0928e11-2b86-4387-a203-80c77fab5d52,NR_0021,steinmetzlab,2022-07-08,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,240,"Isocortex, HPF, MB",Isocortex:40; HPF:34; MB:15,3
3bcb81b4-d9ca-4fc9-a1cd-353a966239ca,NR_0024,steinmetzlab,2023-01-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,263,"MB, Isocortex, HPF",MB:81; Isocortex:26; HPF:20,3
7cc74598-9c1b-436b-84fa-0bf89f31adf6,NR_0024,steinmetzlab,2023-02-01,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"Isocortex, MB, HPF, HB",Isocortex:79; MB:68; HPF:17; HB:2,4
2d9bfc10-59fb-424a-b699-7c42f86c7871,NR_0024,steinmetzlab,2023-02-03,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"HPF, Isocortex, OLF",HPF:44; Isocortex:43; OLF:5,3
f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad,NR_0024,steinmetzlab,2023-02-07,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"TH, OLF, CTXsp, HY, CNU",TH:74; OLF:27; CTXsp:23; HY:13; CNU:9,5
6c6b0d06-6039-4525-a74b-58cfaa1d3a60,NR_0027,steinmetzlab,2022-08-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,266,"MB, HPF, Isocortex, TH",MB:88; HPF:22; Isocortex:14; TH:1,4
195443eb-08e9-4a18-a7e1-d105b2ce1429,NR_0027,steinmetzlab,2022-08-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"MB, HY",MB:9; HY:1,2
0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde,NR_0027,steinmetzlab,2022-08-22,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"Isocortex, CNU, OLF",Isocortex:236; CNU:43; OLF:2,3
ae8787b1-4229-4d56-b0c2-566b61a25b77,NR_0027,steinmetzlab,2022-08-23,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"CNU, Isocortex, HY, CTXsp",CNU:88; Isocortex:74; HY:21; CTXsp:5,4
5c0c560e-9e1f-45e9-b66e-e4ee7855be84,NR_0028,steinmetzlab,2023-03-07,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,263,"MB, Isocortex, HPF",MB:131; Isocortex:69; HPF:67,3
28338153-4113-485b-835b-91cb96d984f2,NR_0028,steinmetzlab,2023-03-10,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"MB, Isocortex",MB:69; Isocortex:39,2
29a6def1-fc5c-4eea-ac48-47e9b053dcb5,NR_0028,steinmetzlab,2023-03-14,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,154,"MB, Isocortex, HPF",MB:102; Isocortex:20; HPF:5,3
f56194bc-8215-4ae8-bc6a-89781ad8e050,NR_0028,steinmetzlab,2023-03-15,3,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,238,"MB, Isocortex, HPF",MB:101; Isocortex:90; HPF:72,3
c958919c-2e75-435d-845d-5b62190b520e,NR_0028,steinmetzlab,2023-03-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"HB, MB",HB:119; MB:12,2
4e560423-5caf-4cda-8511-d1ab4cd2bf7d,NR_0029,steinmetzlab,2023-08-29,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,MB,MB:7,1
e6594a5b-552c-421a-b376-1a1baa9dc4fd,NR_0029,steinmetzlab,2023-08-30,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,145,"HPF, MB",HPF:41; MB:20,2
de905562-31c6-4c31-9ece-3ee87b97eab4,NR_0029,steinmetzlab,2023-08-31,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,138,MB,MB:19,1
d85c454e-8737-4cba-b6ad-b2339429d99b,NR_0029,steinmetzlab,2023-09-05,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,138,"TH, HY",TH:11; HY:6,2
3a3ea015-b5f4-4e8b-b189-9364d1fc7435,NR_0029,steinmetzlab,2023-09-07,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,HY,HY:2,1
642c97ea-fe89-4ec9-8629-5e492ea4019d,NR_0031,steinmetzlab,2023-07-12,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,238,"HPF, Isocortex",HPF:166; Isocortex:20,2
caa5dddc-9290-4e27-9f5e-575ba3598614,NR_0031,steinmetzlab,2023-07-14,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,253,"MB, HPF, Isocortex, TH",MB:109; HPF:54; Isocortex:13; TH:7,4
5139ce2c-7d52-44bf-8129-692d61dd6403,ibl_witten_13,wittenlab,2019-11-26,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,216,"CNU, MB, HY, Isocortex, HPF",CNU:122; MB:37; HY:17; Isocortex:9; HPF:3,5
49368f16-de69-4647-9a7a-761e94517821,ibl_witten_13,wittenlab,2019-11-27,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,126,"CNU, HY",CNU:102; HY:2,2
ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,ibl_witten_13,wittenlab,2019-12-03,1,,True,probe01,1,False,,False,,Neither,128,"TH, Isocortex, HPF",TH:188; Isocortex:20; HPF:19,3
d832d9f7-c96a-4f63-8921-516ba4a7b61f,ibl_witten_17,wittenlab,2020-07-22,3,,True,probe01,1,False,,False,,Neither,105,"TH, CNU",TH:10; CNU:2,2
dcceebe5-4589-44df-a1c1-9fa33e779727,ibl_witten_17,wittenlab,2020-07-23,1,,True,probe00,1,True,right,True,right,DLC + Lightning Pose,119,"TH, Isocortex",TH:10; Isocortex:2,2
b10ed1ba-2099-42c4-bee3-d053eb594f09,ibl_witten_17,wittenlab,2020-07-30,4,,True,probe00,1,True,right,True,right,DLC + Lightning Pose,112,"CB, HB",CB:91; HB:17,2
cae5cd75-55e5-4277-8db3-cf4d6c5ff918,ibl_witten_18,wittenlab,2020-09-01,4,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,138,"CTXsp, CNU, Isocortex",CTXsp:40; CNU:24; Isocortex:15,3
4ef13091-1bc8-4f32-9619-107bdf48540c,ibl_witten_18,wittenlab,2020-09-02,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,132,"TH, Isocortex, CNU",TH:32; Isocortex:24; CNU:10,3
25f77e81-c1af-46ab-8686-73ac3d67c4a7,ibl_witten_18,wittenlab,2020-09-03,2,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,138,"CTXsp, Isocortex, CNU, OLF",CTXsp:46; Isocortex:38; CNU:23; OLF:16,4
4ddb8a95-788b-48d0-8a0a-66c7c796da96,ibl_witten_19,wittenlab,2020-07-21,1,,True,"probe00, probe01",2,True,right,True,right,DLC + Lightning Pose,206,"MB, Isocortex, CNU, OLF",MB:67; Isocortex:39; CNU:19; OLF:9,4
f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1,ibl_witten_19,wittenlab,2020-07-22,1,,True,probe01,1,True,right,True,right,DLC + Lightning Pose,118,Isocortex,Isocortex:16,1
65f5c9b4-4440-48b9-b914-c593a5184a18,ibl_witten_19,wittenlab,2020-07-23,1,,True,probe00,1,True,right,True,right,DLC + Lightning Pose,116,"Isocortex, CNU, OLF",Isocortex:82; CNU:28; OLF:28,3
037d75ca-c90a-43f2-aca6-e86611916779,ibl_witten_20,wittenlab,2020-09-01,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,138,"HB, CB",HB:114; CB:10,2
e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1,ibl_witten_20,wittenlab,2020-09-02,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,138,"HB, CB",HB:175; CB:35,2
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,ibl_witten_20,wittenlab,2020-09-03,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,226,"HB, CB, MB, Isocortex, HPF",HB:139; CB:60; MB:44; Isocortex:6; HPF:5,5
5285c561-80da-4563-8694-739da92e5dd0,ibl_witten_25,wittenlab,2020-12-08,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,228,"HB, HPF, CB, Isocortex",HB:98; HPF:93; CB:49; Isocortex:18,4
ff96bfe1-d925-4553-94b5-bf8297adf259,ibl_witten_26,wittenlab,2021-01-27,2,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,250,"TH, CB, HB, HPF, Isocortex",TH:96; CB:71; HB:53; HPF:7; Isocortex:1,5
a9138924-4395-4981-83d1-530f6ff7c8fc,ibl_witten_26,wittenlab,2021-01-28,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,220,"TH, CB, CTXsp, HPF, CNU",TH:52; CB:50; CTXsp:16; HPF:3; CNU:1,5
8c2f7f4d-7346-42a4-a715-4d37a5208535,ibl_witten_26,wittenlab,2021-01-29,1,,True,probe01,1,True,"left, right",True,"left, right",DLC + Lightning Pose,133,"HB, CB",HB:86; CB:35,2
09394481-8dd2-4d5c-9327-f2753ede92d7,ibl_witten_26,wittenlab,2021-01-30,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,218,"HB, CB",HB:271; CB:65,2
dc21e80d-97d7-44ca-a729-a8e3f9b14305,ibl_witten_26,wittenlab,2021-01-31,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,136,"HPF, CB, Isocortex",HPF:20; CB:7; Isocortex:2,3
25d1920e-a2af-4b6c-9f2e-fc6c65576544,ibl_witten_27,wittenlab,2021-01-13,2,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,231,"HB, CB",HB:164; CB:66,2
91e04f86-89df-4dec-a8f8-fa915c9a5f1a,ibl_witten_27,wittenlab,2021-01-15,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,139,CB,CB:94,1
c728f6fd-58e2-448d-aefb-a72c637b604c,ibl_witten_27,wittenlab,2021-01-16,3,,True,"probe00, probe01",2,False,,False,,Neither,204,"HB, CB",HB:125; CB:48,2
952870e5-f2a7-4518-9e6d-71585460f6fe,ibl_witten_27,wittenlab,2021-01-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,231,"MB, Isocortex, HPF",MB:73; Isocortex:31; HPF:25,3
f304211a-81b1-446f-a435-25e589fe3a5a,ibl_witten_27,wittenlab,2021-01-20,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,228,"Isocortex, MB, HPF",Isocortex:31; MB:23; HPF:11,3
73918ae1-e4fd-4c18-b132-00cb555b1ad2,ibl_witten_27,wittenlab,2021-01-21,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,256,"TH, HPF, Isocortex, CTXsp, MB, HY, OLF",TH:90; HPF:46; Isocortex:9; CTXsp:8; MB:4; HY:2; OLF:2,7
d2832a38-27f6-452d-91d6-af72d794136c,ibl_witten_29,wittenlab,2021-06-08,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,171,"TH, HPF, Isocortex",TH:130; HPF:13; Isocortex:5,3
0cc486c3-8c7b-494d-aa04-b70e2690bcba,ibl_witten_29,wittenlab,2021-06-09,2,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,238,"CNU, Isocortex, HY, TH",CNU:87; Isocortex:21; HY:8; TH:7,4
e9fc0a2d-c69d-44d1-9fa3-314782387cae,ibl_witten_29,wittenlab,2021-06-10,3,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,145,"CNU, Isocortex",CNU:76; Isocortex:4,2
72028382-a869-4745-bacf-cb8789e16953,ibl_witten_29,wittenlab,2021-06-11,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"CNU, CTXsp, OLF, Isocortex",CNU:52; CTXsp:37; OLF:31; Isocortex:17,4
af55d16f-0e31-4073-bdb5-26da54914aa2,ibl_witten_29,wittenlab,2021-06-14,3,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,137,"CNU, Isocortex",CNU:72; Isocortex:18,2
821f1883-27f3-411d-afd3-fb8241bbc39a,ibl_witten_29,wittenlab,2021-06-16,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,142,Isocortex,Isocortex:160,1
69a0e953-a643-4f0e-bb26-dc65af3ea7d7,ibl_witten_29,wittenlab,2021-06-17,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"TH, Isocortex",TH:29; Isocortex:8,2
86b6ba67-c1db-4333-add0-f8105ea6e363,ibl_witten_29,wittenlab,2021-06-18,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,234,"HB, MB, CB, Isocortex",HB:18; MB:11; CB:7; Isocortex:1,4
58b1e920-cfc8-467e-b28b-7654a55d0977,ibl_witten_29,wittenlab,2021-06-19,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,153,"Isocortex, MB",Isocortex:24; MB:15,2
08102cfc-a040-4bcf-b63c-faa0f4914a6f,ibl_witten_32,wittenlab,2021-07-21,2,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"Isocortex, CNU, OLF",Isocortex:21; CNU:6; OLF:6,3
3e7ae7c0-fe8b-487c-9354-036236fa1010,CSH_ZAD_001,zadorlab,2020-01-16,1,,True,probe00,1,True,left,True,left,DLC + Lightning Pose,124,"MB, HY, TH",MB:38; HY:6; TH:1,3
5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,CSH_ZAD_011,zadorlab,2020-03-21,1,,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,215,"HPF, MB, HB, Isocortex",HPF:63; MB:49; HB:13; Isocortex:9,4
03cf52f6-fba6-4743-a42e-dd1ac3072343,CSH_ZAD_011,zadorlab,2020-03-22,1,,True,"probe00, probe01",2,False,,False,,Neither,242,"MB, TH, HPF, Isocortex",MB:66; TH:26; HPF:23; Isocortex:4,4
da188f2c-553c-4e04-879b-c9ea2d1b9a93,CSH_ZAD_011,zadorlab,2020-03-23,1,,True,"probe00, probe01",2,False,,False,,Neither,207,"HPF, MB, Isocortex",HPF:141; MB:56; Isocortex:8,3
7f6b86f9-879a-4ea2-8531-294a221af5d0,CSH_ZAD_019,zadorlab,2020-08-14,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,261,"Isocortex, MB, HPF",Isocortex:89; MB:62; HPF:41,3
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,CSH_ZAD_019,zadorlab,2020-08-16,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,241,"TH, Isocortex, HPF, HY",TH:180; Isocortex:93; HPF:23; HY:10,4
49e0ab27-827a-4c91-bcaa-97eea27a1b8d,CSH_ZAD_019,zadorlab,2020-08-18,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,241,"Isocortex, MB, HPF, TH",Isocortex:55; MB:53; HPF:16; TH:7,4
edd22318-216c-44ff-bc24-49ce8be78374,CSH_ZAD_019,zadorlab,2020-08-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,234,"MB, HPF, Isocortex",MB:78; HPF:28; Isocortex:23,3
8db36de1-8f17-4446-b527-b5d91909b45a,CSH_ZAD_022,zadorlab,2020-05-19,1,,True,probe01,1,True,left,True,left,DLC + Lightning Pose,128,"CB, HB",CB:71; HB:59,2
1eac875c-feaa-4a30-b148-059b954b11d8,CSH_ZAD_022,zadorlab,2020-05-20,1,,True,probe01,1,True,left,True,left,DLC + Lightning Pose,132,CB,CB:123,1
41431f53-69fd-4e3b-80ce-ea62e03bf9c7,CSH_ZAD_022,zadorlab,2020-05-21,1,,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,224,"HB, Isocortex, HPF, CB",HB:131; Isocortex:63; HPF:47; CB:46,4
a66f1593-dafd-4982-9b66-f9554b6c86b5,CSH_ZAD_022,zadorlab,2020-05-23,1,,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,243,"MB, HB, HPF, Isocortex",MB:97; HB:90; HPF:9; Isocortex:8,4
a82800ce-f4e3-4464-9b80-4c3d6fade333,CSH_ZAD_022,zadorlab,2020-05-24,1,,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,218,"TH, HPF, Isocortex, CTXsp, HY, MB, OLF",TH:71; HPF:52; Isocortex:29; CTXsp:25; HY:15; MB:12; OLF:4,7
6a601cc5-7b79-4c75-b0e8-552246532f82,CSH_ZAD_022,zadorlab,2020-05-25,2,,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,222,"MB, HB, HPF, Isocortex",MB:108; HB:73; HPF:36; Isocortex:11,4
