eid,subject,lab,date,session_number,n_trials,raw_lfp_available,raw_lfp_probes,n_raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_registered_datasets,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session
19b44992-d527-4a12-8bda-aa11379cb08c,UCLA034,churchlandlab_ucla,2022-01-27,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,235,"MB, HB, CNU, OLF",MB:147; HB:59; CNU:33; OLF:1,4
3537d970-f515-4786-853f-23de525e110f,UCLA034,churchlandlab_ucla,2022-01-28,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,145,"TH, Isocortex, HPF, HY",TH:131; Isocortex:52; HPF:35; HY:25,4
6f36868f-5cc1-450c-82fa-6b9829ce0cfe,UCLA035,churchlandlab_ucla,2022-02-18,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,235,"Isocortex, CNU",Isocortex:84; CNU:51,2
f99ac31f-171b-4208-a55d-5644c0ad51c3,UCLA035,churchlandlab_ucla,2022-02-24,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"OLF, Isocortex, CNU",OLF:156; Isocortex:144; CNU:12,3
e2b845a1-e313-4a08-bc61-a5f662ed295e,UCLA036,churchlandlab_ucla,2022-03-09,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,252,"MB, Isocortex, TH, HPF",MB:96; Isocortex:88; TH:56; HPF:44,4
2bdf206a-820f-402f-920a-9e86cd5388a4,UCLA037,churchlandlab_ucla,2022-02-02,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,262,"TH, MB, HPF, Isocortex",TH:133; MB:112; HPF:64; Isocortex:51,4
fa8ad50d-76f2-45fa-a52f-08fe3d942345,UCLA037,churchlandlab_ucla,2022-02-08,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,"HY, TH",HY:5; TH:3,2
8d316998-28c3-4265-b029-e2ca82375b2f,UCLA037,churchlandlab_ucla,2022-02-09,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,Isocortex,Isocortex:226,1
bda2faf5-9563-4940-a80f-ce444259e47b,UCLA037,churchlandlab_ucla,2022-02-10,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,141,"HPF, Isocortex",HPF:135; Isocortex:57,2
91bac580-76ed-41ab-ac07-89051f8d7f6e,UCLA044,churchlandlab_ucla,2022-04-14,1,,True,probe00,1,True,right,True,right,DLC + Lightning Pose,149,"MB, HPF, Isocortex",MB:42; HPF:19; Isocortex:17,3
23c75e0b-05d8-452e-8efb-a3687ab94079,UCLA044,churchlandlab_ucla,2022-04-22,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,141,CB,CB:121,1
dc962048-89bb-4e6a-96a9-b062a2be1426,UCLA048,churchlandlab_ucla,2022-08-16,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,255,"Isocortex, MB, HPF, TH",Isocortex:59; MB:46; HPF:34; TH:19,4
0841d188-8ef2-4f20-9828-76a94d5343a4,UCLA049,churchlandlab_ucla,2022-08-02,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,258,"MB, TH, HPF, Isocortex",MB:55; TH:31; HPF:25; Isocortex:10,4
8a1cf4ef-06e3-4c72-9bc7-e1baa189841b,UCLA049,churchlandlab_ucla,2022-08-12,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"Isocortex, CNU, HPF",Isocortex:96; CNU:50; HPF:38,3
687017d4-c9fc-458f-a7d5-0979fe1a7470,UCLA052,churchlandlab_ucla,2022-07-12,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,168,"MB, Isocortex, HPF",MB:40; Isocortex:26; HPF:18,3
16693458-0801-4d35-a3f1-9115c7e5acfd,KS014,cortexlab,2019-12-03,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"MB, Isocortex",MB:226; Isocortex:40,2
e1931de1-cf7b-49af-af33-2ade15e8abe7,KS014,cortexlab,2019-12-05,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,229,"MB, Isocortex, HPF",MB:141; Isocortex:11; HPF:3,3
b9c205c3-feac-485b-a89d-afc96d9cb280,KS014,cortexlab,2019-12-07,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,134,"MB, HPF",MB:86; HPF:10,2
6cf2a88a-515b-4f7f-89a2-7d53eab9b5f4,KS016,cortexlab,2019-12-05,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,229,"TH, MB, HPF, HY, Isocortex",TH:37; MB:24; HPF:16; HY:6; Isocortex:1,5
16c3667b-e0ea-43fb-9ad4-8dcd1e6c40e1,KS016,cortexlab,2019-12-08,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"MB, HB",MB:76; HB:30,2
dd87e278-999d-478b-8cbd-b5bf92b84763,KS016,cortexlab,2019-12-09,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,225,"MB, HB",MB:103; HB:41,2
15f742e1-1043-45c9-9504-f1e8a53c1744,KS022,cortexlab,2019-12-09,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"MB, TH, HPF, HY, HB",MB:33; TH:30; HPF:21; HY:4; HB:1,5
a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,KS023,cortexlab,2019-12-06,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,225,"CNU, Isocortex, TH, CTXsp, HY, OLF",CNU:58; Isocortex:58; TH:58; CTXsp:18; HY:11; OLF:6,6
cc45c568-c3b9-4f74-836e-c87762e898c8,KS023,cortexlab,2019-12-07,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,225,"CNU, Isocortex, MB, TH, HY, HPF",CNU:60; Isocortex:60; MB:53; TH:27; HY:12; HPF:5,6
a92c4b1d-46bd-457e-a1f4-414265f0e2d4,KS023,cortexlab,2019-12-08,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,226,"CNU, Isocortex, MB, TH, HPF",CNU:47; Isocortex:36; MB:33; TH:4; HPF:2,5
aad23144-0e52-4eac-80c5-c4ee2decb198,KS023,cortexlab,2019-12-10,1,,True,"probe00, probe01",2,True,"body, left, right",True,"left, right",DLC + Lightning Pose,291,"Isocortex, CNU, TH, OLF, HPF",Isocortex:149; CNU:43; TH:39; OLF:20; HPF:19,5
8c552ddc-813e-4035-81cc-3971b57efe65,KS042,cortexlab,2020-11-23,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"Isocortex, MB, OLF, CNU, CTXsp",Isocortex:46; MB:43; OLF:32; CNU:13; CTXsp:11,5
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,KS042,cortexlab,2020-11-24,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"MB, Isocortex",MB:167; Isocortex:34,2
9468fa93-21ae-4984-955c-e8402e280c83,KS043,cortexlab,2020-12-06,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"HB, Isocortex, CNU, TH, CB",HB:76; Isocortex:40; CNU:16; TH:16; CB:5,5
e5c75b62-6871-4135-b3d0-f6464c2d90c0,KS043,cortexlab,2020-12-07,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"CB, MB, Isocortex, HPF",CB:33; MB:27; Isocortex:20; HPF:7,4
a6fe44a8-07ab-49b8-81f9-e18575aa85cc,KS044,cortexlab,2020-12-07,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"MB, HB",MB:61; HB:58,2
781b35fd-e1f0-4d14-b2bb-95b7263082bb,KS044,cortexlab,2020-12-09,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,269,"TH, Isocortex, CNU, HPF, OLF, CTXsp, HY",TH:114; Isocortex:27; CNU:24; HPF:10; OLF:9; CTXsp:7; HY:1,7
571d3ffe-54a5-473d-a265-5dc373eb7efc,KS045,cortexlab,2020-12-06,2,,True,"probe00, probe01",2,False,,False,,Neither,213,"CB, HB, MB",CB:85; HB:52; MB:28,3
0ac8d013-b91e-4732-bc7b-a1164ff3e445,KS046,cortexlab,2020-12-02,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"Isocortex, HPF",Isocortex:92; HPF:2,2
69c9a415-f7fa-4208-887b-1417c1479b48,KS046,cortexlab,2020-12-03,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"Isocortex, CNU, CTXsp, HPF, OLF",Isocortex:88; CNU:47; CTXsp:30; HPF:13; OLF:1,5
dfbe628d-365b-461c-a07f-8b9911ba83aa,KS046,cortexlab,2020-12-04,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"Isocortex, OLF",Isocortex:277; OLF:74,2
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,KS046,cortexlab,2020-12-05,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"Isocortex, HPF, MB, OLF",Isocortex:110; HPF:25; MB:17; OLF:6,4
0a018f12-ee06-4b11-97aa-bbbff5448e9f,KS051,cortexlab,2021-05-11,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,177,"TH, Isocortex, HPF",TH:86; Isocortex:26; HPF:12,3
4503697e-af44-47d9-898d-4924be990240,KS051,cortexlab,2021-05-12,1,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,CNU,CNU:22,1
7082d8ff-255a-47d7-a839-bf093483ec30,KS051,cortexlab,2021-05-13,1,,True,"probe00, probe01",2,False,,False,,Neither,213,"Isocortex, TH, CNU",Isocortex:44; TH:16; CNU:15,3
ac7d3064-7f09-48a3-88d2-e86a4eb86461,KS052,cortexlab,2021-05-13,1,,True,"probe00, probe01",2,False,,False,,Neither,209,"Isocortex, OLF",Isocortex:76; OLF:15,2
b22f694e-4a34-4142-ab9d-2556c3487086,KS055,cortexlab,2021-05-02,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,290,"HPF, Isocortex, MB",HPF:146; Isocortex:100; MB:25,3
872ce8ff-9fb3-485c-be00-bc5479e0095b,KS055,cortexlab,2021-05-03,1,,True,"probe00, probe01",2,False,,False,,Neither,209,"HPF, Isocortex",HPF:258; Isocortex:67,2
1b715600-0cbc-442c-bd00-5b0ac2865de1,KS084,cortexlab,2022-01-31,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,267,"TH, Isocortex, HPF, HY",TH:101; Isocortex:12; HPF:11; HY:6,4
e45481fa-be22-4365-972c-e7404ed8ab5a,KS086,cortexlab,2022-03-15,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,261,"OLF, Isocortex, CNU, HPF, CTXsp, MB, TH",OLF:66; Isocortex:39; CNU:35; HPF:17; CTXsp:2; MB:2; TH:2,7
ffef0311-8ffa-49e3-a857-b3adf6d86e12,KS086,cortexlab,2022-03-16,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"CNU, Isocortex, OLF, CTXsp",CNU:57; Isocortex:18; OLF:9; CTXsp:2,4
78b4fff5-c5ec-44d9-b5f9-d59493063f00,KS091,cortexlab,2022-07-04,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"Isocortex, CTXsp, HPF, OLF, TH",Isocortex:58; CTXsp:18; HPF:14; OLF:13; TH:13,5
196a2adf-ff83-49b2-823a-33f990049c2e,KS091,cortexlab,2022-07-05,1,,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,223,"Isocortex, CNU, CTXsp, TH, HPF, OLF",Isocortex:55; CNU:26; CTXsp:12; TH:8; HPF:3; OLF:1,6
6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,KS094,cortexlab,2022-06-15,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"Isocortex, OLF",Isocortex:92; OLF:26,2
752456f3-9f47-4fbf-bd44-9d131c0f41aa,KS094,cortexlab,2022-06-16,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"Isocortex, OLF, HPF",Isocortex:78; OLF:18; HPF:3,3
3f859b5c-e73a-4044-b49e-34bb81e96715,KS094,cortexlab,2022-06-17,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,268,"Isocortex, TH, HPF",Isocortex:149; TH:99; HPF:20,3
c8d46ee6-eb68-4535-8756-7c9aa32f10e4,KS094,cortexlab,2022-06-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"Isocortex, OLF",Isocortex:127; OLF:4,2
1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,KS096,cortexlab,2022-06-15,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,242,"MB, CB, HB",MB:117; CB:49; HB:33,3
f819d499-8bf7-4da0-a431-15377a8319d5,KS096,cortexlab,2022-06-16,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"CB, MB, Isocortex",CB:60; MB:46; Isocortex:39,3
8928f98a-b411-497e-aa4b-aa752434686d,KS096,cortexlab,2022-06-17,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,263,"TH, CB, Isocortex, HB, HPF",TH:109; CB:40; Isocortex:32; HB:31; HPF:25,5
446f4724-1690-49f9-819a-2bd8e2ea88ce,KS096,cortexlab,2022-06-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,HPF,HPF:79,1
a2701b93-d8e1-47e9-a819-f1063046f3e7,KS096,cortexlab,2022-06-21,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"HPF, CTXsp",HPF:21; CTXsp:1,2
0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,DY_008,danlab,2020-03-03,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,143,"TH, Isocortex, HPF",TH:122; Isocortex:24; HPF:21,3
ee13c19e-2790-4418-97ca-48f02e8013bb,DY_008,danlab,2020-03-04,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,143,"TH, CNU, Isocortex",TH:29; CNU:17; Isocortex:12,3
db4df448-e449-4a6f-a0e7-288711e7a75a,DY_009,danlab,2020-02-27,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,168,"TH, HPF, Isocortex, HY, MB",TH:62; HPF:27; Isocortex:10; HY:9; MB:9,5
3dd347df-f14e-40d5-9ff2-9c49f84d2157,DY_009,danlab,2020-02-29,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,144,"MB, Isocortex, HPF",MB:60; Isocortex:30; HPF:17,3
3c851386-e92d-4533-8d55-89a46f0e7384,DY_009,danlab,2020-03-02,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,147,"HPF, Isocortex",HPF:38; Isocortex:28,2
158d5d35-a2ab-4a76-87b0-51048c5d5283,DY_009,danlab,2020-03-03,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,145,"MB, HPF, Isocortex",MB:51; HPF:46; Isocortex:4,3
30e5937e-e86a-47e6-93ae-d2ae3877ff8e,DY_009,danlab,2020-03-04,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,145,"MB, HB",MB:109; HB:1,2
413a6825-2144-4a50-b3fc-cf38ddd6fd1a,DY_009,danlab,2020-03-05,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,146,"Isocortex, HPF, HB",Isocortex:25; HPF:13; HB:5,3
a19c7a3a-7261-42ce-95d5-1f4ca46007ed,DY_009,danlab,2020-03-06,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,143,"MB, Isocortex, HB, HPF",MB:27; Isocortex:16; HB:9; HPF:6,4
e5c772cd-9c92-47ab-9525-d618b66a9b5d,DY_009,danlab,2020-03-07,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,"CB, HB",CB:51; HB:49,2
6668c4a0-70a4-4012-a7da-709660971d7a,DY_009,danlab,2020-03-09,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,145,"CB, HB",CB:201; HB:95,2
4fa70097-8101-4f10-b585-db39429c5ed0,DY_010,danlab,2020-01-21,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,147,"TH, Isocortex, HPF",TH:89; Isocortex:9; HPF:5,3
90d1e82c-c96f-496c-ad4e-ee3f02067f25,DY_010,danlab,2020-01-23,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,141,"MB, Isocortex, HPF",MB:62; Isocortex:28; HPF:12,3
bb6a5aae-2431-401d-8f6a-9fdd6de655a9,DY_010,danlab,2020-01-24,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,"TH, Isocortex, HPF",TH:61; Isocortex:21; HPF:7,3
931a70ae-90ee-448e-bedb-9d41f3eda647,DY_010,danlab,2020-01-28,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,142,"TH, Isocortex, HPF, HY",TH:48; Isocortex:43; HPF:13; HY:3,4
02fbb6da-3034-47d6-a61b-7d06c796a830,DY_010,danlab,2020-01-29,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,143,"TH, Isocortex, HPF",TH:49; Isocortex:29; HPF:10,3
7bee9f09-a238-42cf-b499-f51f765c6ded,DY_011,danlab,2020-01-31,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,144,"CNU, Isocortex",CNU:57; Isocortex:25,2
36280321-555b-446d-9b7d-c2e17991e090,DY_011,danlab,2020-02-01,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,144,"Isocortex, CNU",Isocortex:29; CNU:26,2
741979ce-3f10-443a-8526-2275620c8473,DY_011,danlab,2020-02-07,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,147,"TH, Isocortex",TH:34; Isocortex:24,2
cf43dbb1-6992-40ec-a5f9-e8e838d0f643,DY_011,danlab,2020-02-08,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,144,"Isocortex, TH, HPF",Isocortex:20; TH:12; HPF:1,3
2f63c555-eb74-4d8d-ada5-5c3ecf3b46be,DY_013,danlab,2020-03-06,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,144,"CB, HB",CB:32; HB:2,2
9a629642-3a9c-42ed-b70a-532db0e86199,DY_013,danlab,2020-03-07,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,137,"TH, Isocortex",TH:114; Isocortex:13,2
e535fb62-e245-4a48-b119-88ce62a6fe67,DY_013,danlab,2020-03-12,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,257,"MB, CNU, Isocortex, HPF",MB:49; CNU:23; Isocortex:10; HPF:7,4
f25642c6-27a5-4a97-9ea0-06652db79fbd,DY_014,danlab,2020-07-13,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,227,"TH, OLF, Isocortex",TH:55; OLF:50; Isocortex:30,3
4720c98a-a305-4fba-affb-bbfa00a724a4,DY_014,danlab,2020-07-14,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,234,"CNU, TH, Isocortex, HY",CNU:81; TH:60; Isocortex:28; HY:1,4
7622da34-51b6-4661-98ae-a57d40806008,DY_014,danlab,2020-07-15,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,233,"TH, Isocortex, CNU",TH:20; Isocortex:12; CNU:10,3
b658bc7d-07cd-4203-8a25-7b16b549851b,DY_014,danlab,2020-07-16,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,228,"CNU, Isocortex, HY",CNU:99; Isocortex:24; HY:16,3
bd456d8f-d36e-434a-8051-ff3997253802,DY_014,danlab,2020-07-17,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,230,"TH, CNU, Isocortex",TH:80; CNU:74; Isocortex:70,3
ee8b36de-779f-4dea-901f-e0141c95722b,DY_014,danlab,2020-07-18,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,227,"CNU, Isocortex",CNU:143; Isocortex:71,2
b39752db-abdb-47ab-ae78-e8608bbf50ed,DY_014,danlab,2020-07-19,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,227,"CNU, TH, HPF, Isocortex",CNU:83; TH:50; HPF:7; Isocortex:7,4
5339812f-8b91-40ba-9d8f-a559563cc46b,DY_016,danlab,2020-09-11,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"HB, TH, CB, HPF, Isocortex, HY",HB:104; TH:104; CB:77; HPF:15; Isocortex:15; HY:6,6
d23a44ef-1402-4ed7-97f5-47e9a7a504d9,DY_016,danlab,2020-09-12,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,266,"HB, CB, TH, HPF, Isocortex",HB:158; CB:105; TH:83; HPF:20; Isocortex:8,5
c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,DY_016,danlab,2020-09-13,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"HB, CB, MB, HPF",HB:97; CB:46; MB:29; HPF:8,4
aa20388b-9ea3-4506-92f1-3c2be84b85db,DY_016,danlab,2020-09-14,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"CNU, MB, OLF, HB, CTXsp",CNU:80; MB:57; OLF:25; HB:15; CTXsp:14,5
251ece37-7798-477c-8a06-2845d4aa270c,DY_016,danlab,2020-09-15,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"CB, HB",CB:192; HB:2,2
54238fd6-d2d0-4408-b1a9-d19d24fd29ce,DY_018,danlab,2020-10-15,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,267,"TH, MB, HB, Isocortex, HPF, HY",TH:85; MB:57; HB:46; Isocortex:22; HPF:12; HY:3,6
e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,DY_018,danlab,2020-10-17,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"TH, HPF, HY, MB, Isocortex",TH:101; HPF:38; HY:21; MB:13; Isocortex:2,5
cde63527-7f5a-4cc3-8ac2-215d82e7da26,DY_018,danlab,2020-10-20,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,238,"HPF, Isocortex",HPF:40; Isocortex:40,2
4a45c8ba-db6f-4f11-9403-56e06a33dfa4,DY_020,danlab,2020-09-29,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,267,"MB, TH, Isocortex, HPF, HY",MB:179; TH:150; Isocortex:45; HPF:27; HY:4,5
f7335a49-4a98-46d2-a8ce-d041d2eac1d6,DY_020,danlab,2020-09-30,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"TH, HPF, Isocortex, CNU",TH:177; HPF:38; Isocortex:20; CNU:1,4
9eec761e-9762-4897-b308-a3a08c311e69,DY_020,danlab,2020-10-01,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"MB, HB, HPF",MB:144; HB:65; HPF:2,3
9fe512b8-92a8-4642-83b6-01158ab66c3c,DY_020,danlab,2020-10-02,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,238,"HB, MB, TH, HPF",HB:72; MB:57; TH:28; HPF:6,4
26aa51ff-968c-42e4-85c8-8ff47d19254d,DY_020,danlab,2020-10-03,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"HB, MB, Isocortex",HB:116; MB:64; Isocortex:18,3
e012d3e3-fdbc-4661-9ffa-5fa284e4e706,DY_020,danlab,2020-10-04,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,238,"HB, MB, HPF",HB:102; MB:55; HPF:5,3
948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,DY_020,danlab,2020-10-05,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"TH, MB, CNU, HY, Isocortex",TH:75; MB:65; CNU:18; HY:3; Isocortex:1,5
2e22c1fc-eec6-4856-85a0-7dba8668f646,DY_020,danlab,2020-10-06,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"CNU, HB, TH, CB",CNU:92; HB:70; TH:69; CB:14,4
64977c74-9c04-437a-9ea1-50386c4996db,PL015,hausserlab,2022-02-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"HPF, Isocortex, OLF, CTXsp",HPF:43; Isocortex:8; OLF:8; CTXsp:3,4
9a6e127b-bb07-4be2-92e2-53dd858c2762,PL015,hausserlab,2022-02-21,2,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,142,"HPF, Isocortex",HPF:87; Isocortex:13,2
09156021-9a1d-4e1d-ae59-48cbde3c5d42,PL015,hausserlab,2022-02-22,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,140,Isocortex,Isocortex:81,1
90e524a2-aa63-47ce-b5b8-1b1941a1223a,PL015,hausserlab,2022-02-23,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,142,"MB, HB",MB:97; HB:37,2
1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,PL015,hausserlab,2022-07-21,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,154,"TH, HPF",TH:9; HPF:1,2
58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,PL016,hausserlab,2022-01-17,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"MB, HB",MB:94; HB:51,2
10fac7a1-919d-4ca7-83c4-4675bd8d9416,PL017,hausserlab,2021-11-07,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,142,"Isocortex, MB, HPF",Isocortex:54; MB:42; HPF:1,3
8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,PL017,hausserlab,2021-11-09,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,142,"MB, HPF",MB:29; HPF:10,2
