eid,stimOff_times,goCueTrigger_times,firstMovement_times,goCue_times,probabilityLeft,response_times,feedbackType,rewardVolume,contrastRight,choice,feedback_times,stimOn_times,contrastLeft,intervals_0,intervals_1,bwm_include,saturation_stim_plus04,saturation_feedback_plus04,saturation_move_minus02,saturation_stim_minus04_minus01,saturation_stim_plus06,saturation_stim_minus06_plus06,saturation_stim_minus06_minus01,saturation_stim_plus01,stim_side,rt
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,123.97163493012397,122.388322860752,122.64924134000037,122.38902654012239,0.5,122.85892896537702,1.0,1.5,0.125,-1.0,122.85901287012285,122.3881599601224,,119.47118502011948,124.47175288666381,True,False,False,False,False,False,False,False,False,right,0.26108137987797875
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,137.00346495013702,135.52054654628162,135.76924134000038,135.52127985013553,0.5,135.90485210594989,1.0,1.5,0.25,-1.0,135.9049414801359,135.52034661013553,,131.73559179013174,137.50357723437236,True,False,False,False,False,False,False,False,False,right,0.24889472986484407
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,140.7039948601407,139.187594543495,139.38924134000038,139.1882464501392,0.5,139.57479863212873,1.0,1.5,0.25,-1.0,139.5748744501396,139.1874132001392,,138.15028359013814,141.20411883673415,True,False,False,False,False,False,False,False,False,right,0.20182813986119186
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,143.77038819014376,142.30332573268964,142.47824134000038,142.3045681201423,0.5,142.67162844475612,1.0,1.5,0.125,-1.0,142.67173140014268,142.3031349301423,,141.76792179014177,144.27044421793752,True,False,False,False,False,False,False,False,False,right,0.17510640985807413
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,148.32013317014832,145.58655233818678,145.76324134000038,145.58720649014558,0.5,147.2008697154005,1.0,1.5,0.0,-1.0,147.20097843014722,145.5863399101456,,144.87234465014487,148.82019014646923,True,False,False,False,False,False,False,False,False,right,0.1769014298547802
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,151.7026615501517,150.01969765677902,150.45724134000037,150.02049645015003,0.5,150.5767007044882,1.0,1.5,,1.0,150.5768074801506,150.01956321015,0.0625,149.37699414014938,152.20271160140246,True,False,False,False,False,False,False,False,False,left,0.4376781298503545
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,156.4861498201565,154.86983944932567,155.07824134000037,154.87077804015487,0.5,155.37754606756985,1.0,1.5,,1.0,155.3776273501554,154.86971148015488,0.25,152.85311316015284,156.98617003689708,True,False,False,False,False,False,False,False,False,left,0.20852985984549832
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,161.03589480016103,158.23558183310683,159.78124134000038,158.23644144015825,0.5,159.93240014646878,1.0,1.5,0.0625,-1.0,159.93247182015995,158.23537488015825,,157.57097466015756,161.5360194539557,True,False,False,False,False,False,False,False,False,right,1.5458664598421308
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,165.35259642016536,162.85212803039977,164.01924134000038,162.85307973016285,0.5,164.22563810243963,1.0,1.5,0.0625,-1.0,164.22574245016423,162.85194651016286,,162.0925224601621,165.85265303344727,True,False,False,False,False,False,False,False,False,right,1.167294829837516
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,168.55180980016854,167.03525691335963,167.2692413400004,167.03602806016704,0.5,167.42475859697925,1.0,1.5,1.0,-1.0,167.42485584016742,167.03512815016703,,166.43995434016645,169.0518696301607,True,False,False,False,False,False,False,False,False,right,0.23411318983337992
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,177.7012281001777,175.33482955774093,176.4812413400004,175.33563135017533,0.5,176.58865064483513,1.0,1.5,0.0625,-1.0,176.5887393601766,175.33466478017533,,174.7802202301748,178.2012797664576,True,False,False,False,False,False,False,False,False,right,1.1465765598250641
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,189.45101967018945,187.88465499039933,188.2102413400004,187.8855429001879,0.5,188.32265976388433,1.0,1.5,1.0,-1.0,188.32276584018834,187.8844763401879,,187.17534726018718,189.95108151082974,True,False,False,False,False,False,False,False,False,right,0.3257649998125203
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,195.999931380196,194.00093176230672,194.38624134000042,194.001831210194,0.5,194.8765394260955,1.0,1.5,0.25,-1.0,194.8766437201949,194.000797980194,,193.38372636019338,196.4999566351153,True,False,False,False,False,False,False,False,False,right,0.3854433598064304
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,209.34942963020936,207.61685094249648,208.13324134000044,207.61773615020763,0.5,208.2459568388097,1.0,1.5,,1.0,208.24607331020826,207.61673625020762,0.0625,206.87294397020688,209.8494738678194,True,False,False,False,False,False,False,False,False,left,0.5165050897928154
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,214.1994112502142,212.59969998909872,212.86524134000044,212.6004045002126,0.5,213.09890547816406,1.0,1.5,,1.0,213.0990213002131,212.5995379202126,0.25,210.53897733021054,214.69942607685311,True,False,False,False,False,False,False,False,False,left,0.2657034197878261
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,217.84941288021784,216.1490395912735,216.52524134000043,216.15001617021616,0.5,216.74494583271925,1.0,1.5,,1.0,216.74505666021676,216.14884962021614,0.0625,215.33453106021534,218.34946563825443,True,False,False,False,False,False,False,False,False,left,0.3763917197842943
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,225.4148562602254,223.84902999507426,224.11224134000045,223.84994610022386,0.5,224.29943275900203,1.0,1.5,,1.0,224.2995344702243,223.84884621022385,0.0625,223.05952515022307,225.91494667271508,True,False,False,False,False,False,False,False,False,left,0.2633951297765975
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,229.2820028402293,227.06555383815316,227.95224134000046,227.06625777022708,0.5,228.17796681964236,1.0,1.5,,1.0,228.17807991022818,227.06545785022706,0.0,226.5044472902265,229.7820875391972,True,False,False,False,False,False,False,False,False,left,0.8867834897733928
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,232.44795288023246,231.0315962942379,231.11524134000044,231.03256110023102,0.5,231.3267979933523,1.0,1.5,,1.0,231.32689833023133,231.03139455023103,1.0,230.38459257023038,232.94800932467905,True,False,False,False,False,False,False,False,False,left,0.08384678976941018
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,239.8814094602399,238.0143653254798,238.65524134000046,238.01516277023802,0.5,238.75127355777767,1.0,1.5,,1.0,238.75138914023876,238.014162870238,0.25,236.4930483302365,240.38149376962255,True,False,False,False,False,False,False,False,False,left,0.6410784697624479
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,251.88057609025188,250.0975923481534,250.66724134000046,250.0984209902501,0.5,250.77190147693562,1.0,1.5,,1.0,250.77198696025079,250.0973877602501,0.0625,249.46988385024946,252.38062625581654,True,False,False,False,False,False,False,False,False,left,0.5698535797503723
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,260.5128461102605,258.9137736821065,259.2092413400005,258.9146726102589,0.5,259.3826775643317,1.0,1.5,,1.0,259.3827924602594,258.9136393802589,0.0625,256.13435067025614,261.0128930614766,True,False,False,False,False,False,False,False,False,left,0.29560195974158887
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,271.1793793502712,269.6459773947186,269.91024134000054,269.64693261026963,0.5,270.0752802021336,1.0,1.5,0.25,-1.0,270.07538976027007,269.64576606026964,,268.6008705602686,271.67939369219374,True,False,False,False,False,False,False,False,False,right,0.26447527973090246
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,275.04545937027507,273.46241093485725,273.7472413400005,273.46325094027344,0.5,273.9294176082193,1.0,1.5,,1.0,273.9295376402739,273.4622177102735,0.125,272.35499511027234,275.545543702096,True,False,False,False,False,False,False,False,False,left,0.28502362972704987
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,283.961700990284,282.56240466239547,282.7742413400005,282.56317419028255,0.5,282.86160716146765,1.0,1.5,,1.0,282.86171100028287,282.5623076102826,0.125,281.974299750282,284.46172352635034,True,False,False,False,False,False,False,False,False,left,0.21193372971794133
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,286.995330930287,285.66222978300243,285.7982413400005,285.66313083028564,0.5,285.89533181874657,1.0,1.5,,1.0,285.8954409302859,285.66203094028566,0.25,285.05962452028507,287.49534879213456,True,False,False,False,False,False,False,False,False,left,0.13621039971485516
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,312.44381916031244,310.8932811195591,311.12624134000055,310.8939408303109,0.5,311.3141850114282,1.0,1.5,,1.0,311.31429879031134,310.89310758031087,1.0,308.999663610309,312.94390208053454,True,False,False,False,False,False,False,False,False,left,0.23313375968967875
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,318.62616753031864,317.2432511407708,317.4112413400006,317.24423907031724,0.5,317.5239557984821,1.0,1.5,,1.0,317.52407775031753,317.24310585031725,0.0625,316.56883995031654,319.1262843858001,True,False,False,False,False,False,False,False,False,left,0.1681354896833227
