protocol,task,pool,target,ablation,fold,fold_id,r2,rmse,mae,pearson,n_bins,mean_trial_r2,median_trial_r2,n_trials
cv,trial_extrapolation,mean,paw_vy,a1,8,36280321,-0.07595451342071624,312.2608337402344,225.60398864746094,0.07034269879555693,214,-0.18981069476786652,-0.03614887606444772,6
