protocol,task,pool,target,ablation,fold,fold_id,r2,rmse,mae,pearson,n_bins,mean_trial_r2,median_trial_r2,n_trials
cv,session_loso,attn,paw_vz,a1,33,ae8787b1,0.008074930705707306,590.67236328125,283.34283447265625,0.11482596827919533,3879,-0.4582379663234804,-0.052974111584096595,198
