protocol,task,pool,target,ablation,fold,fold_id,r2,rmse,mae,pearson,n_bins,mean_trial_r2,median_trial_r2,n_trials
cv,session_loso,attn,paw_vz,a1,22,7f150b7c,-0.07584746700651501,827.8746337890625,483.5986633300781,-0.048650790019350215,822,-0.5142303853780745,-0.4927192934634663,37
