subject,dataset_mouse_id,lab,date,session_number,eid,n_probes,n_good_units,probes
DY_020,sub-DY_020,danlab,2020-10-04,1,e012d3e3-fdbc-4661-9ffa-5fa284e4e706,2,162,"probe00, probe01"
DY_020,sub-DY_020,danlab,2020-10-05,1,948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,2,184,"probe00, probe01"
DY_020,sub-DY_020,danlab,2020-10-06,1,2e22c1fc-eec6-4856-85a0-7dba8668f646,2,306,"probe00, probe01"
PL015,sub-PL015,hausserlab,2022-02-20,1,64977c74-9c04-437a-9ea1-50386c4996db,1,63,probe00
PL015,sub-PL015,hausserlab,2022-02-21,2,9a6e127b-bb07-4be2-92e2-53dd858c2762,1,107,probe00
PL015,sub-PL015,hausserlab,2022-02-22,1,09156021-9a1d-4e1d-ae59-48cbde3c5d42,1,81,probe00
PL015,sub-PL015,hausserlab,2022-02-23,1,90e524a2-aa63-47ce-b5b8-1b1941a1223a,1,134,probe00
PL015,sub-PL015,hausserlab,2022-07-21,1,1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,1,11,probe00
PL016,sub-PL016,hausserlab,2022-01-17,1,58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,1,155,probe00
PL017,sub-PL017,hausserlab,2021-11-07,1,10fac7a1-919d-4ca7-83c4-4675bd8d9416,1,140,probe00
PL017,sub-PL017,hausserlab,2021-11-09,1,8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,1,39,probe00
PL017,sub-PL017,hausserlab,2021-11-14,1,68775ca0-b056-48d5-b6ae-a4c2a76ae48f,1,138,probe00
PL017,sub-PL017,hausserlab,2021-11-15,1,f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,1,129,probe00
PL017,sub-PL017,hausserlab,2021-11-16,1,d71e565d-4ddb-42df-849e-f99cfdeced52,2,173,"probe00, probe01"
PL017,sub-PL017,hausserlab,2021-11-30,1,1b61b7f2-a599-4e40-abd6-3e758d2c9e25,1,79,probe00
PL017,sub-PL017,hausserlab,2021-12-01,1,cea755db-4eee-4138-bdd6-fc23a572f5a1,1,134,probe00
PL024,sub-PL024,hausserlab,2021-12-04,1,30af8629-7b96-45b7-8778-374720ddbc5e,1,126,probe00
PL030,sub-PL030,hausserlab,2022-09-12,1,283ecb4c-e529-409c-9f0a-8ea5191dcf50,1,47,probe00
PL030,sub-PL030,hausserlab,2022-09-14,1,6bf810fd-fbeb-4eea-9ea7-b6791d002b22,1,127,probe00
PL030,sub-PL030,hausserlab,2022-09-15,1,bd07e3a7-09c3-4b67-996b-42b6d5cedf1c,1,175,probe00
PL030,sub-PL030,hausserlab,2022-09-16,1,c16d3557-b2c1-4545-93d0-112ac0915d93,1,459,probe00
PL030,sub-PL030,hausserlab,2022-10-06,1,2038e95d-64d4-4ecb-83d0-1308d3c598f8,1,130,probe00
PL030,sub-PL030,hausserlab,2022-10-08,1,500a71dd-8768-4211-a1fe-1fafc9fcbf29,1,36,probe00
PL030,sub-PL030,hausserlab,2022-10-13,1,61caa69d-088b-465a-b9d0-d75341dabac6,1,188,probe00
PL030,sub-PL030,hausserlab,2022-10-17,2,233617ec-c5cf-4eda-afc8-3b1d94f36d73,1,79,probe00
PL031,sub-PL031,hausserlab,2022-11-15,1,ef38e503-dd79-4185-bf87-4712d4f274fe,1,104,probe00
PL031,sub-PL031,hausserlab,2022-11-16,1,fbd28ea6-3251-48e0-b215-2c51ec5185f7,1,48,probe00
PL031,sub-PL031,hausserlab,2022-11-17,1,9fcbd1a0-77e6-4c41-9428-eeaee74becd5,1,21,probe00
PL031,sub-PL031,hausserlab,2022-11-19,1,c23b4118-db40-4333-af1d-933154b533c6,1,79,probe00
PL031,sub-PL031,hausserlab,2022-12-07,1,c8e11fd8-d130-4f06-abba-9aa20240ce7c,1,99,probe00
PL033,sub-PL033,hausserlab,2022-10-04,2,62902992-8432-46fb-af12-6392012e58c7,1,99,probe00
PL033,sub-PL033,hausserlab,2022-10-05,1,4546cd60-fa2a-4d20-a9b6-d091e01d16f2,1,41,probe00
PL033,sub-PL033,hausserlab,2022-10-06,1,cef05f87-161b-4031-932c-6f47daf89698,1,114,probe00
PL033,sub-PL033,hausserlab,2022-10-07,1,75db708a-9952-4452-a5b1-a851d88f8e28,1,31,probe00
PL033,sub-PL033,hausserlab,2022-10-10,1,7f150b7c-c261-46e6-9edb-cc391c9d9f03,1,87,probe00
PL033,sub-PL033,hausserlab,2022-10-11,1,837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb,1,235,probe00
PL033,sub-PL033,hausserlab,2022-10-12,1,9fc31d79-b56f-46d0-92a0-e9563caf4a7a,1,67,probe00
PL033,sub-PL033,hausserlab,2022-10-25,1,a34b4013-414b-42ed-9318-e93fbbc71e7b,1,32,probe00
PL033,sub-PL033,hausserlab,2022-10-26,1,49250fba-801c-4867-a0a7-a1e19538cb61,1,22,probe00
PL033,sub-PL033,hausserlab,2022-10-28,1,2ab7d2c2-bcb7-4ae6-9626-f3786c22d970,1,38,probe00
PL033,sub-PL033,hausserlab,2022-10-29,2,94dabed1-741c-4ddd-a6b7-70561e27b750,1,76,probe00
PL033,sub-PL033,hausserlab,2022-11-02,1,be164a14-6e73-42c3-ab60-d29c48693c0f,1,191,probe00
PL033,sub-PL033,hausserlab,2022-11-03,1,37ac03f1-9831-4a30-90fc-a59e635b98bd,1,71,probe00
PL034,sub-PL034,hausserlab,2022-10-18,1,87ad026d-5b95-4022-8d59-c260870d830f,1,47,probe00
PL034,sub-PL034,hausserlab,2022-10-19,1,3bb54985-77b2-421d-9d1f-46185be51216,1,10,probe00
PL034,sub-PL034,hausserlab,2022-10-20,1,6cbeead9-bb7a-40e1-8ccd-47ae60239654,1,67,probe00
PL035,sub-PL035,hausserlab,2023-04-12,1,a2b9fbbe-79fc-4166-a16e-b307813a2f06,1,87,probe00
PL035,sub-PL035,hausserlab,2023-04-13,1,5437ec1f-6535-470c-80b8-4c8806ee085d,1,43,probe00
PL035,sub-PL035,hausserlab,2023-04-14,1,36573e0b-ddd6-4504-94ec-9a23c877486c,1,65,probe00
PL035,sub-PL035,hausserlab,2023-04-15,1,04749a70-ac63-477d-8392-d4d529184fab,1,72,probe00
PL037,sub-PL037,hausserlab,2023-04-06,1,d23b005f-46f5-4fe1-870c-f55f6eb9533d,1,180,probe00
PL037,sub-PL037,hausserlab,2023-04-07,1,7235b10c-6621-44ea-abe9-01559633472d,1,173,probe00
PL037,sub-PL037,hausserlab,2023-04-09,1,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b,1,216,probe00
PL037,sub-PL037,hausserlab,2023-04-10,1,62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,1,123,probe00
PL037,sub-PL037,hausserlab,2023-04-13,1,14127fdb-2e66-4823-b124-f49c128ba94d,1,186,probe00
PL037,sub-PL037,hausserlab,2023-04-14,1,7eeb8423-49e6-4d40-ab6f-703d17af231a,1,54,probe00
PL050,sub-PL050,hausserlab,2023-06-05,1,6ab9d98c-b1e9-4574-b8fe-b9eec88097e0,1,145,probe00
PL050,sub-PL050,hausserlab,2023-06-06,1,37bbc17f-8dec-4fa8-97fd-e23a5c6bad1f,1,159,probe00
PL050,sub-PL050,hausserlab,2023-06-07,1,0cf6d255-8f2f-463e-84fb-c54bacb79f51,1,110,probe00
PL050,sub-PL050,hausserlab,2023-06-08,1,c02e5155-8e8f-427e-873d-d61490bbb9c3,1,27,probe00
PL050,sub-PL050,hausserlab,2023-06-09,1,98e0074c-706a-40e5-bbb5-223f97585a99,2,147,"probe00, probe01"
PL050,sub-PL050,hausserlab,2023-06-11,1,e6de6c35-1508-4471-b7c3-f12a5c7a6d39,1,75,probe00
PL050,sub-PL050,hausserlab,2023-06-12,1,1dbba733-24a4-4400-9436-53f1bd8428e8,2,296,"probe00, probe01"
PL050,sub-PL050,hausserlab,2023-06-13,1,2584ce3c-db10-4076-89cb-5d313138dd38,1,247,probe00
PL050,sub-PL050,hausserlab,2023-06-15,1,e6bdb1f4-b0bf-4451-8f23-4384f2102f91,1,76,probe00
SWC_042,sub-SWC_042,hoferlab,2020-07-13,1,66d98e6e-bcd9-4e78-8fbb-636f7e808b29,1,70,probe00
SWC_042,sub-SWC_042,hoferlab,2020-07-17,1,f9860a11-24d3-452e-ab95-39e199f20a93,2,164,"probe00, probe01"
SWC_043,sub-SWC_043,hoferlab,2020-09-15,1,f3ce3197-d534-4618-bf81-b687555d1883,1,93,probe01
SWC_043,sub-SWC_043,hoferlab,2020-09-16,2,6f09ba7e-e3ce-44b0-932b-c003fb44fb89,2,288,"probe00, probe01"
SWC_043,sub-SWC_043,hoferlab,2020-09-17,1,695a6073-eae0-49e0-bb0f-e9e57a9275b9,2,98,"probe00, probe01"
SWC_043,sub-SWC_043,hoferlab,2020-09-18,1,6fb1e12c-883b-46d1-a745-473cde3232c8,1,158,probe00
SWC_043,sub-SWC_043,hoferlab,2020-09-19,1,88d24c31-52e4-49cc-9f32-6adbeb9eba87,1,165,probe00
SWC_043,sub-SWC_043,hoferlab,2020-09-20,1,c6db3304-c906-400c-aa0f-45dd3945b2ea,1,102,probe00
SWC_043,sub-SWC_043,hoferlab,2020-09-21,1,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,2,448,"probe00, probe01"
SWC_060,sub-SWC_060,hoferlab,2020-11-24,1,dac3a4c1-b666-4de0-87e8-8c514483cacf,2,141,"probe00, probe01"
SWC_060,sub-SWC_060,hoferlab,2020-11-25,1,875c1e5c-f7ec-45ac-ab82-ecfe7276a707,2,79,"probe00, probe01"
SWC_060,sub-SWC_060,hoferlab,2020-11-26,1,81a1dca0-cc90-47c5-afe3-c277319c47c8,2,184,"probe00, probe01"
SWC_061,sub-SWC_061,hoferlab,2020-11-23,1,493170a6-fd94-4ee4-884f-cc018c17eeb9,2,198,"probe00, probe01"
SWC_061,sub-SWC_061,hoferlab,2020-11-26,1,360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7,2,164,"probe00, probe01"
SWC_061,sub-SWC_061,hoferlab,2020-11-30,1,d7e60cc3-6020-429e-a654-636c6cc677ea,2,121,"probe00, probe01"
SWC_066,sub-SWC_066,hoferlab,2022-04-27,1,f4ffb731-8349-4fe4-806e-0232a84e52dd,1,13,probe01
SWC_066,sub-SWC_066,hoferlab,2022-04-28,1,a4747ac8-6a75-444f-b99b-696fff0243fd,1,9,probe00
ZFM-01576,sub-ZFM-01576,mainenlab,2020-12-01,1,c4432264-e1ae-446f-8a07-6280abade813,2,421,"probe00, probe01"
ZFM-01576,sub-ZFM-01576,mainenlab,2020-12-03,1,9e9c6fc0-4769-4d83-9ea4-b59a1230510e,1,116,probe00
ZFM-01577,sub-ZFM-01577,mainenlab,2020-10-28,1,09b2c4d1-058d-4c84-9fd4-97530f85baf6,2,315,"probe00, probe01"
ZFM-01577,sub-ZFM-01577,mainenlab,2020-10-29,1,5d6aa933-4b00-4e99-ae2d-5003657592e9,2,236,"probe00, probe01"
ZFM-01577,sub-ZFM-01577,mainenlab,2020-10-30,1,63f3dbc1-1a5f-44e5-98dd-ce25cd2b7871,1,90,probe00
ZFM-01592,sub-ZFM-01592,mainenlab,2020-10-20,1,746d1902-fa59-4cab-b0aa-013be36060d5,2,456,"probe00, probe01"
ZFM-01592,sub-ZFM-01592,mainenlab,2020-10-21,1,5b609f9b-75cb-43d3-9c39-b5b4b7a0db67,2,181,"probe00, probe01"
ZFM-01592,sub-ZFM-01592,mainenlab,2020-10-23,1,56bc129c-6265-407a-a208-cc16d20a6c01,1,298,probe00
ZFM-01935,sub-ZFM-01935,mainenlab,2021-02-03,1,1a507308-c63a-4e02-8f32-3239a07dc578,2,383,"probe00, probe01"
ZFM-01935,sub-ZFM-01935,mainenlab,2021-02-04,1,f5591ac5-311d-4fa8-9bad-029d7be9c491,1,33,probe00
ZFM-01935,sub-ZFM-01935,mainenlab,2021-02-05,1,ab8a0899-a59f-42e4-8807-95b14056104b,1,141,probe00
ZFM-01935,sub-ZFM-01935,mainenlab,2021-02-06,1,71e03be6-b497-4991-a121-9416dcc1a6e7,1,135,probe00
ZFM-01936,sub-ZFM-01936,mainenlab,2021-01-19,1,d0ea3148-948d-4817-94f8-dcaf2342bbbe,1,152,probe00
ZFM-01936,sub-ZFM-01936,mainenlab,2021-01-20,1,4aa1d525-5c7d-4c50-a147-ec53a9014812,1,148,probe00
ZFM-01936,sub-ZFM-01936,mainenlab,2021-01-22,2,9b5a1754-ac99-4d53-97d3-35c2f6638507,1,105,probe00
ZFM-01936,sub-ZFM-01936,mainenlab,2021-01-23,1,2c44a360-5a56-4971-8009-f469fb59de98,2,286,"probe00, probe01"
ZFM-01936,sub-ZFM-01936,mainenlab,2021-01-24,1,3f6e25ae-c007-4dc3-aa77-450fd5705046,1,136,probe00
ZFM-01937,sub-ZFM-01937,mainenlab,2021-04-08,1,113c5b6c-940e-4b21-b462-789b4c2be0e5,1,130,probe00
ZFM-01937,sub-ZFM-01937,mainenlab,2021-04-09,1,0b7ee1b6-42db-46cd-a465-08f531366187,1,87,probe00
ZFM-02368,sub-ZFM-02368,mainenlab,2021-06-01,1,a4a74102-2af5-45dc-9e41-ef7f5aed88be,2,372,"probe00, probe01"
ZFM-02369,sub-ZFM-02369,mainenlab,2021-05-19,1,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,2,474,"probe00, probe01"
ZFM-02370,sub-ZFM-02370,mainenlab,2021-04-27,1,d0c91c3c-8cbb-4929-8657-31f18bffc294,1,61,probe00
ZFM-02370,sub-ZFM-02370,mainenlab,2021-04-28,1,6f6d2c8e-28be-49f4-ae4d-06be2d3148c1,1,295,probe00
ZFM-02372,sub-ZFM-02372,mainenlab,2021-06-01,2,88224abb-5746-431f-9c17-17d7ef806e6a,2,211,"probe00, probe01"
ZFM-02372,sub-ZFM-02372,mainenlab,2021-06-02,2,7cec9792-b8f9-4878-be7e-f08103dc0323,1,36,probe00
ZFM-02373,sub-ZFM-02373,mainenlab,2021-06-23,1,0802ced5-33a3-405e-8336-b65ebc5cb07c,2,367,"probe00, probe01"
ZFM-04308,sub-ZFM-04308,mainenlab,2022-07-26,1,239dd3c9-35f3-4462-95ee-91b822a22e6b,2,163,"probe00, probe01"
ZFM-04308,sub-ZFM-04308,mainenlab,2022-07-27,1,9dd72e52-5393-4c08-9eca-f7dace2e59f6,1,90,probe01
ZM_1897,sub-ZM_1897,mainenlab,2019-12-02,1,dd4da095-4a99-4bf3-9727-f735077dba66,2,536,"probe00, probe01"
ZM_1897,sub-ZM_1897,mainenlab,2019-12-06,1,e5fae088-ed96-4d9b-82f9-dfd13c259d52,1,132,probe00
ZM_1898,sub-ZM_1898,mainenlab,2019-12-10,7,21e16736-fd59-44c7-b938-9b1333d25da8,1,132,probe00
ZM_1898,sub-ZM_1898,mainenlab,2019-12-11,2,53738f95-bd08-4d9d-9133-483fdb19e8da,1,71,probe00
ZM_2240,sub-ZM_2240,mainenlab,2020-01-21,1,d33baf74-263c-4b37-a0d0-b79dcb80a764,2,524,"probe00, probe01"
ZM_2240,sub-ZM_2240,mainenlab,2020-01-22,1,259927fd-7563-4b03-bc5d-17b4d0fa7a55,2,328,"probe00, probe01"
ZM_2240,sub-ZM_2240,mainenlab,2020-01-23,1,510b1a50-825d-44ce-86f6-9678f5396e02,1,232,probe00
ZM_2240,sub-ZM_2240,mainenlab,2020-01-24,1,193fe7a8-4eb5-4f3e-815a-0c45864ddd77,1,69,probe00
ZM_2241,sub-ZM_2241,mainenlab,2020-01-27,1,ff4187b5-4176-4e39-8894-53a24b7cf36b,2,518,"probe00, probe01"
ZM_2241,sub-ZM_2241,mainenlab,2020-01-28,1,465c44bd-2e67-4112-977b-36e1ac7e3f8c,2,254,"probe00, probe01"
ZM_2241,sub-ZM_2241,mainenlab,2020-01-29,8,e49d8ee7-24b9-416a-9d04-9be33b655f40,1,59,probe00
ZM_2241,sub-ZM_2241,mainenlab,2020-01-30,1,ee40aece-cffd-4edb-a4b6-155f158c666a,2,466,"probe00, probe01"
ZM_2241,sub-ZM_2241,mainenlab,2020-01-31,1,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,2,253,"probe00, probe01"
ZM_2245,sub-ZM_2245,mainenlab,2020-01-21,2,cb2ad999-a6cb-42ff-bf71-1774c57e5308,2,201,"probe00, probe01"
ZM_3003,sub-ZM_3003,mainenlab,2020-07-27,1,934dd7a4-fbdc-459c-8830-04fe9033bc28,2,128,"probe00, probe01"
ZM_3003,sub-ZM_3003,mainenlab,2020-07-28,1,fe1fd79f-b051-411f-a0a9-2530a02cc78d,2,143,"probe00, probe01"
SWC_038,sub-SWC_038,mrsicflogellab,2020-07-30,1,4d8c7767-981c-4347-8e5e-5d5fffe38534,2,389,"probe00, probe01"
SWC_038,sub-SWC_038,mrsicflogellab,2020-07-31,1,1e45d992-c356-40e1-9be1-a506d944896f,2,184,"probe00, probe01"
SWC_038,sub-SWC_038,mrsicflogellab,2020-08-01,1,03063955-2523-47bd-ae57-f7489dd40f15,2,151,"probe00, probe01"
SWC_039,sub-SWC_039,mrsicflogellab,2020-09-10,1,768a371d-7e88-47f8-bf21-4a6a6570dd6e,2,207,"probe00, probe01"
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-17,1,45ef6691-7b80-4a43-bd1a-85fc00851ae8,2,164,"probe00, probe01"
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-18,1,fc14c0d6-51cf-48ba-b326-56ed5a9420c3,1,153,probe00
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-19,1,7416f387-b302-4ca3-8daf-03b585a1b7ec,2,37,"probe00, probe01"
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-20,1,1928bf72-2002-46a6-8930-728420402e01,2,160,"probe00, probe01"
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-21,2,22e04698-b974-4805-b241-3b547dbf37bf,2,150,"probe00, probe01"
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-22,1,7cb81727-2097-4b52-b480-c89867b5b34c,2,74,"probe00, probe01"
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-23,1,f84045b0-ce09-4ace-9d11-5ea491620707,2,64,"probe00, probe01"
SWC_053,sub-SWC_053,mrsicflogellab,2020-11-10,1,239cdbb1-68e2-4eb0-91d8-ae5ae4001c7a,2,147,"probe00, probe01"
SWC_053,sub-SWC_053,mrsicflogellab,2020-11-11,1,75b6b132-d998-4fba-8482-961418ac957d,2,76,"probe00, probe01"
SWC_053,sub-SWC_053,mrsicflogellab,2020-11-12,1,032452e9-1886-449d-9c13-0f192572e19f,1,33,probe00
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-05,1,56b57c38-2699-4091-90a8-aba35103155e,2,424,"probe00, probe01"
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-06,1,91796ceb-e314-4859-9a1f-092f85cc846a,1,200,probe01
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-07,1,6c6983ef-7383-4989-9183-32b1a300d17a,2,92,"probe00, probe01"
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-09,1,eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0,2,158,"probe00, probe01"
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-10,1,671c7ea7-6726-4fbe-adeb-f89c2c8e489b,2,136,"probe00, probe01"
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-11,1,6bb5da8f-6858-4fdd-96d9-c34b3b841593,1,29,probe00
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-07,1,3638d102-e8b6-4230-8742-e548cd87a949,1,83,probe01
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-08,1,f1db6257-85ef-4385-b415-2d078ec75df2,2,386,"probe00, probe01"
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-09,1,d3a2b25e-46d3-4f0b-ade6-4e32255f4c35,2,161,"probe00, probe01"
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-10,1,9545aa05-3945-4054-a5c3-a259f7209d61,2,148,"probe00, probe01"
SWC_065,sub-SWC_065,mrsicflogellab,2022-05-07,1,1425bd6f-c625-4f6a-b237-dc5bcfc42c87,1,59,probe01
NR_0017,sub-NR_0017,steinmetzlab,2022-03-22,1,e6043c7d-8f6e-4b66-8309-2ec0abac0f79,1,60,probe00
NR_0019,sub-NR_0019,steinmetzlab,2022-04-29,1,9b528ad0-4599-4a55-9148-96cc1d93fb24,1,79,probe00
NR_0019,sub-NR_0019,steinmetzlab,2022-05-01,1,b887df2c-bb9c-44c9-a9c0-538da87b2cab,2,138,"probe00, probe01"
NR_0019,sub-NR_0019,steinmetzlab,2022-05-03,1,63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9,2,242,"probe00, probe01"
NR_0020,sub-NR_0020,steinmetzlab,2022-05-08,1,3e6a97d3-3991-49e2-b346-6948cb4580fb,2,154,"probe00, probe01"
NR_0020,sub-NR_0020,steinmetzlab,2022-05-09,1,eacc49a9-f3a1-49f1-b87f-0972f90ee837,2,282,"probe00, probe01"
NR_0020,sub-NR_0020,steinmetzlab,2022-05-10,1,5b49aca6-a6f4-4075-931a-617ad64c219c,1,49,probe01
NR_0020,sub-NR_0020,steinmetzlab,2022-05-11,1,d901aff5-2250-467a-b4a1-0cb9729df9e2,2,215,"probe00, probe01"
NR_0021,sub-NR_0021,steinmetzlab,2022-06-28,1,27ef44c0-acb2-4220-b776-477d0d5abd35,2,187,"probe00, probe01"
NR_0021,sub-NR_0021,steinmetzlab,2022-06-30,2,1ca83b26-30fc-4350-a616-c38b7d00d240,2,105,"probe00, probe01"
NR_0021,sub-NR_0021,steinmetzlab,2022-07-08,1,e0928e11-2b86-4387-a203-80c77fab5d52,2,92,"probe00, probe01"
NR_0024,sub-NR_0024,steinmetzlab,2023-01-19,1,3bcb81b4-d9ca-4fc9-a1cd-353a966239ca,2,129,"probe00, probe01"
NR_0024,sub-NR_0024,steinmetzlab,2023-02-01,1,7cc74598-9c1b-436b-84fa-0bf89f31adf6,2,177,"probe00, probe01"
NR_0024,sub-NR_0024,steinmetzlab,2023-02-03,1,2d9bfc10-59fb-424a-b699-7c42f86c7871,1,116,probe00
NR_0024,sub-NR_0024,steinmetzlab,2023-02-07,1,f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad,2,154,"probe00, probe01"
NR_0027,sub-NR_0027,steinmetzlab,2022-08-19,1,6c6b0d06-6039-4525-a74b-58cfaa1d3a60,2,137,"probe00, probe01"
NR_0027,sub-NR_0027,steinmetzlab,2022-08-20,1,195443eb-08e9-4a18-a7e1-d105b2ce1429,1,10,probe00
NR_0027,sub-NR_0027,steinmetzlab,2022-08-22,1,0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde,2,282,"probe00, probe01"
NR_0027,sub-NR_0027,steinmetzlab,2022-08-23,1,ae8787b1-4229-4d56-b0c2-566b61a25b77,2,201,"probe00, probe01"
NR_0028,sub-NR_0028,steinmetzlab,2023-03-07,1,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,2,277,"probe00, probe01"
NR_0028,sub-NR_0028,steinmetzlab,2023-03-10,1,28338153-4113-485b-835b-91cb96d984f2,1,112,probe00
NR_0028,sub-NR_0028,steinmetzlab,2023-03-14,1,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,1,144,probe00
NR_0028,sub-NR_0028,steinmetzlab,2023-03-15,3,f56194bc-8215-4ae8-bc6a-89781ad8e050,2,266,"probe00, probe01"
NR_0028,sub-NR_0028,steinmetzlab,2023-03-20,1,c958919c-2e75-435d-845d-5b62190b520e,1,144,probe00
NR_0029,sub-NR_0029,steinmetzlab,2023-08-29,1,4e560423-5caf-4cda-8511-d1ab4cd2bf7d,1,7,probe00a
NR_0029,sub-NR_0029,steinmetzlab,2023-08-30,1,e6594a5b-552c-421a-b376-1a1baa9dc4fd,1,70,probe00
NR_0029,sub-NR_0029,steinmetzlab,2023-08-31,1,de905562-31c6-4c31-9ece-3ee87b97eab4,1,19,probe00b
NR_0029,sub-NR_0029,steinmetzlab,2023-09-05,1,d85c454e-8737-4cba-b6ad-b2339429d99b,1,17,probe00a
NR_0029,sub-NR_0029,steinmetzlab,2023-09-07,1,3a3ea015-b5f4-4e8b-b189-9364d1fc7435,1,2,probe00a
NR_0031,sub-NR_0031,steinmetzlab,2023-07-12,1,642c97ea-fe89-4ec9-8629-5e492ea4019d,2,204,"probe00, probe01"
NR_0031,sub-NR_0031,steinmetzlab,2023-07-14,1,caa5dddc-9290-4e27-9f5e-575ba3598614,2,186,"probe00, probe01"
ibl_witten_13,sub-ibl_witten_13,wittenlab,2019-11-26,1,5139ce2c-7d52-44bf-8129-692d61dd6403,2,220,"probe00, probe01"
ibl_witten_13,sub-ibl_witten_13,wittenlab,2019-11-27,1,49368f16-de69-4647-9a7a-761e94517821,1,108,probe00
ibl_witten_13,sub-ibl_witten_13,wittenlab,2019-12-03,1,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,1,239,probe01
ibl_witten_17,sub-ibl_witten_17,wittenlab,2020-07-22,3,d832d9f7-c96a-4f63-8921-516ba4a7b61f,1,12,probe01
ibl_witten_17,sub-ibl_witten_17,wittenlab,2020-07-23,1,dcceebe5-4589-44df-a1c1-9fa33e779727,1,13,probe00
ibl_witten_17,sub-ibl_witten_17,wittenlab,2020-07-30,4,b10ed1ba-2099-42c4-bee3-d053eb594f09,1,128,probe00
ibl_witten_18,sub-ibl_witten_18,wittenlab,2020-09-01,4,cae5cd75-55e5-4277-8db3-cf4d6c5ff918,1,82,probe00
ibl_witten_18,sub-ibl_witten_18,wittenlab,2020-09-02,1,4ef13091-1bc8-4f32-9619-107bdf48540c,1,93,probe00
ibl_witten_18,sub-ibl_witten_18,wittenlab,2020-09-03,2,25f77e81-c1af-46ab-8686-73ac3d67c4a7,1,152,probe00
ibl_witten_19,sub-ibl_witten_19,wittenlab,2020-07-21,1,4ddb8a95-788b-48d0-8a0a-66c7c796da96,2,137,"probe00, probe01"
ibl_witten_19,sub-ibl_witten_19,wittenlab,2020-07-22,1,f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1,1,16,probe01
ibl_witten_19,sub-ibl_witten_19,wittenlab,2020-07-23,1,65f5c9b4-4440-48b9-b914-c593a5184a18,1,142,probe00
ibl_witten_20,sub-ibl_witten_20,wittenlab,2020-09-01,1,037d75ca-c90a-43f2-aca6-e86611916779,1,134,probe00
ibl_witten_20,sub-ibl_witten_20,wittenlab,2020-09-02,1,e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1,1,228,probe00
ibl_witten_20,sub-ibl_witten_20,wittenlab,2020-09-03,1,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,2,273,"probe00, probe01"
ibl_witten_25,sub-ibl_witten_25,wittenlab,2020-12-08,1,5285c561-80da-4563-8694-739da92e5dd0,2,308,"probe00, probe01"
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-27,2,ff96bfe1-d925-4553-94b5-bf8297adf259,2,233,"probe00, probe01"
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-28,1,a9138924-4395-4981-83d1-530f6ff7c8fc,2,144,"probe00, probe01"
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-29,1,8c2f7f4d-7346-42a4-a715-4d37a5208535,1,121,probe01
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-30,1,09394481-8dd2-4d5c-9327-f2753ede92d7,2,367,"probe00, probe01"
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-31,1,dc21e80d-97d7-44ca-a729-a8e3f9b14305,1,35,probe00
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-13,2,25d1920e-a2af-4b6c-9f2e-fc6c65576544,2,298,"probe00, probe01"
