subject,dataset_mouse_id,lab,date,session_number,eid,n_probes,n_good_units,probes
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-15,1,91e04f86-89df-4dec-a8f8-fa915c9a5f1a,1,109,probe00
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-16,3,c728f6fd-58e2-448d-aefb-a72c637b604c,2,183,"probe00, probe01"
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-19,1,952870e5-f2a7-4518-9e6d-71585460f6fe,2,141,"probe00, probe01"
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-20,1,f304211a-81b1-446f-a435-25e589fe3a5a,2,69,"probe00, probe01"
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-21,1,73918ae1-e4fd-4c18-b132-00cb555b1ad2,2,162,"probe00, probe01"
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-08,1,d2832a38-27f6-452d-91d6-af72d794136c,1,148,probe00
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-09,2,0cc486c3-8c7b-494d-aa04-b70e2690bcba,2,135,"probe00, probe01"
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-10,3,e9fc0a2d-c69d-44d1-9fa3-314782387cae,1,85,probe00
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-11,1,72028382-a869-4745-bacf-cb8789e16953,1,142,probe00
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-14,3,af55d16f-0e31-4073-bdb5-26da54914aa2,1,90,probe00
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-16,1,821f1883-27f3-411d-afd3-fb8241bbc39a,1,160,probe00
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-17,1,69a0e953-a643-4f0e-bb26-dc65af3ea7d7,1,37,probe00
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-18,1,86b6ba67-c1db-4333-add0-f8105ea6e363,2,40,"probe00, probe01"
ibl_witten_29,sub-ibl_witten_29,wittenlab,2021-06-19,1,58b1e920-cfc8-467e-b28b-7654a55d0977,1,44,probe00
ibl_witten_32,sub-ibl_witten_32,wittenlab,2021-07-21,2,08102cfc-a040-4bcf-b63c-faa0f4914a6f,1,33,probe01
CSH_ZAD_001,sub-CSH_ZAD_001,zadorlab,2020-01-16,1,3e7ae7c0-fe8b-487c-9354-036236fa1010,1,50,probe00
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,2020-03-21,1,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,2,134,"probe00, probe01"
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,2020-03-22,1,03cf52f6-fba6-4743-a42e-dd1ac3072343,2,119,"probe00, probe01"
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,2020-03-23,1,da188f2c-553c-4e04-879b-c9ea2d1b9a93,2,205,"probe00, probe01"
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,2020-08-14,1,7f6b86f9-879a-4ea2-8531-294a221af5d0,2,197,"probe00, probe01"
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,2020-08-16,1,5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,2,318,"probe00, probe01"
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,2020-08-18,1,49e0ab27-827a-4c91-bcaa-97eea27a1b8d,2,141,"probe00, probe01"
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,2020-08-19,1,edd22318-216c-44ff-bc24-49ce8be78374,2,142,"probe00, probe01"
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-19,1,8db36de1-8f17-4446-b527-b5d91909b45a,1,136,probe01
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-20,1,1eac875c-feaa-4a30-b148-059b954b11d8,1,140,probe01
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-21,1,41431f53-69fd-4e3b-80ce-ea62e03bf9c7,2,289,"probe00, probe01"
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-23,1,a66f1593-dafd-4982-9b66-f9554b6c86b5,2,214,"probe00, probe01"
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-24,1,a82800ce-f4e3-4464-9b80-4c3d6fade333,2,219,"probe00, probe01"
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-25,2,6a601cc5-7b79-4c75-b0e8-552246532f82,2,268,"probe00, probe01"
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-26,1,90e74228-fd1a-482f-bd56-05dbad132861,1,85,probe00
CSH_ZAD_022,sub-CSH_ZAD_022,zadorlab,2020-05-27,1,b81e3e11-9a60-4114-b894-09f85074d9c3,1,36,probe00
CSH_ZAD_024,sub-CSH_ZAD_024,zadorlab,2020-06-08,1,8207abc6-6b23-4762-92b4-82e05bed5143,2,380,"probe00, probe01"
CSH_ZAD_025,sub-CSH_ZAD_025,zadorlab,2020-07-26,1,20c112a1-8a42-44e0-a4cd-e5b932f7bda9,2,276,"probe00, probe01"
CSH_ZAD_025,sub-CSH_ZAD_025,zadorlab,2020-07-27,1,549caacc-3bd7-40f1-913d-e94141816547,2,210,"probe00, probe01"
CSH_ZAD_025,sub-CSH_ZAD_025,zadorlab,2020-07-30,1,6274dda8-3a59-4aa1-95f8-a8a549c46a26,2,376,"probe00, probe01"
CSH_ZAD_025,sub-CSH_ZAD_025,zadorlab,2020-07-31,1,90c61c38-b9fd-4cc3-9795-29160d2f8e55,1,116,probe00
CSH_ZAD_025,sub-CSH_ZAD_025,zadorlab,2020-08-03,1,ff48aa1d-ef30-4903-ac34-8c41b738c1b9,1,261,probe01
CSH_ZAD_025,sub-CSH_ZAD_025,zadorlab,2020-08-04,2,280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3,2,112,"probe00, probe01"
CSH_ZAD_025,sub-CSH_ZAD_025,zadorlab,2020-08-12,1,c557324b-b95d-414c-888f-6ee1329a2329,2,325,"probe00, probe01"
CSH_ZAD_026,sub-CSH_ZAD_026,zadorlab,2020-08-14,2,5d01d14e-aced-4465-8f8e-9a1c674f62ec,2,320,"probe00, probe01"
CSH_ZAD_026,sub-CSH_ZAD_026,zadorlab,2020-08-15,1,e56541a5-a6d5-4750-b1fe-f6b5257bfe7c,2,309,"probe00, probe01"
CSH_ZAD_026,sub-CSH_ZAD_026,zadorlab,2020-08-17,1,81a78eac-9d36-4f90-a73a-7eb3ad7f770b,2,309,"probe00, probe01"
CSH_ZAD_026,sub-CSH_ZAD_026,zadorlab,2020-08-18,1,626126d5-eecf-4e9b-900e-ec29a17ece07,2,249,"probe00, probe01"
CSH_ZAD_026,sub-CSH_ZAD_026,zadorlab,2020-08-19,1,b69b86be-af7d-4ecf-8cbf-0cd356afa1bd,2,367,"probe00, probe01"
CSH_ZAD_026,sub-CSH_ZAD_026,zadorlab,2020-09-04,1,15763234-d21e-491f-a01b-1238eb96d389,1,172,probe00
CSH_ZAD_029,sub-CSH_ZAD_029,zadorlab,2020-09-11,1,e349a2e7-50a3-47ca-bc45-20d1899854ec,2,198,"probe00, probe01"
CSH_ZAD_029,sub-CSH_ZAD_029,zadorlab,2020-09-13,1,1ec23a70-b94b-4e9c-a0df-8c2151da3761,2,259,"probe00, probe01"
CSH_ZAD_029,sub-CSH_ZAD_029,zadorlab,2020-09-14,1,fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,2,304,"probe00, probe01"
CSH_ZAD_029,sub-CSH_ZAD_029,zadorlab,2020-09-15,1,5522ac4b-0e41-4c53-836a-aaa17e82b9eb,2,265,"probe00, probe01"
CSH_ZAD_029,sub-CSH_ZAD_029,zadorlab,2020-09-16,1,993c7024-0abc-4028-ad30-d397ad55b084,2,347,"probe00, probe01"
CSH_ZAD_029,sub-CSH_ZAD_029,zadorlab,2020-09-17,1,fece187f-b47f-4870-a1d6-619afe942a7d,2,306,"probe00, probe01"
CSH_ZAD_029,sub-CSH_ZAD_029,zadorlab,2020-09-19,1,c7bd79c9-c47e-4ea5-aea3-74dda991b48e,2,237,"probe00, probe01"
