time_from_stim_s,dlc_state,lp_state
0.006736,decoupled,decoupled
0.023367,decoupled,decoupled
0.039999,decoupled,decoupled
0.056664,decoupled,decoupled
0.073296,decoupled,decoupled
0.089927,decoupled,decoupled
0.106592,coupled,coupled
0.123224,coupled,coupled
0.139856,coupled,coupled
0.156521,coupled,coupled
0.173152,coupled,coupled
0.189784,coupled,coupled
